Date, Composite CUTOUT VALUE, PRIME CUTOUT VALUE, BRANDED CUTOUT VALUE, CHOICE CUTOUT VALUE, SELECT CUTOUT VALUE, UNGRADED CUTOUT VALUE,Composite Primal Rib,Prime Primal Rib,Branded Primal Rib,Choice Primal Rib,Select Primal Rib,Ungraded Primal Rib,Composite Primal Chuck,Prime Primal Chuck,Branded Primal Chuck,Choice Primal Chuck,Select Primal Chuck,Ungraded Primal Chuck,Composite Primal Round,Prime Primal Round,Branded Primal Round,Choice Primal Round,Select Primal Round,Ungraded Primal Round,Composite Primal Loin,Prime Primal Loin,Branded Primal Loin,Choice Primal Loin,Select Primal Loin,Ungraded Primal Loin,Composite Primal Brisket,Prime Primal Brisket,Branded Primal Brisket,Choice Primal Brisket,Select Primal Brisket,Ungraded Primal Brisket,Composite Primal Short Plate,Prime Primal Short Plate,Branded Primal Short Plate,Choice Primal Short Plate,Select Primal Short Plate,Ungraded Primal Short Plate,Composite Primal Flank,Prime Primal Flank,Branded Primal Flank,Choice Primal Flank,Select Primal Flank,Ungraded Primal Flank,Total Volume ,Prime Volume,Branded  Volume,Choice Volume,Select Volume,"Ungraded Volume(Cuts, Trims, Grinds)",Negotiated Sales      0-21 Day,Negotiated Sales      21+ Day,Formula Sales,Forward Contract Sales,Domestic Sales,NAFTA Exports,Overseas Exports,Delivery 0-21,Delivery 22-60,Delivery 60-90,Delivery 91 and up
2009-08-07,139.72,164.93,146.83,141.48,135.0,132.65,220.62,288.96,232.77,224.32,202.9,199.44,109.23,109.41,110.56,109.39,108.27,107.81,116.29,115.98,117.53,115.95,116.39,114.69,196.75,279.1,220.24,202.99,185.65,178.71,99.36,99.56,99.69,99.56,98.45,99.28,95.68,95.68,95.68,95.68,95.68,95.68,86.45,87.74,88.65,87.73,84.66,84.43,7321,36,702,2185,1395,3003,3131,771,3173,245,6715,185,422,,,,
2009-08-14,139.59,164.74,145.4,141.25,135.07,131.92,214.23,298.06,230.94,221.19,198.43,193.38,108.86,109.06,108.92,109.03,108.27,107.59,119.28,119.77,118.38,119.76,118.71,117.02,196.35,269.44,215.12,199.68,185.28,175.67,98.01,97.68,99.78,97.67,97.58,98.46,97.5,97.5,97.5,97.5,97.5,97.5,87.97,88.94,89.4,88.93,86.13,85.92,9053,36,793,2270,1989,3965,3238,1451,3190,1175,8360,267,427,,,,
2009-08-21,140.72,169.58,145.38,142.53,136.19,132.17,213.46,297.26,226.33,218.62,196.16,187.16,111.17,112.37,109.58,112.36,110.96,109.84,121.53,120.98,121.8,120.96,121.78,120.6,196.83,287.22,213.14,201.57,185.07,173.43,97.78,97.27,99.73,97.27,97.46,98.61,96.15,96.15,96.15,96.15,96.15,96.15,89.04,89.98,91.06,89.95,87.37,87.33,8661,32,768,2090,1617,4153,2947,1485,3320,907,8043,410,207,,,,
2009-08-28,141.5,170.32,147.62,142.61,136.29,132.23,213.1,295.67,226.37,217.61,193.97,184.67,111.4,111.64,111.07,111.69,111.19,111.2,124.07,123.62,125.69,123.58,124.14,123.36,198.34,290.19,218.36,201.02,184.28,171.32,97.14,97.44,98.47,97.44,97.69,96.24,94.72,94.72,94.72,94.72,94.72,94.72,89.1,90.23,90.4,90.22,87.56,87.12,7169,42,686,1750,1229,3463,2769,596,3292,512,6728,244,198,,,,
2009-09-04,139.77,172.08,147.5,142.4,135.69,130.08,206.98,303.72,226.65,219.23,193.44,177.31,111.08,110.89,112.49,110.85,110.65,109.95,125.36,125.41,127.08,125.36,124.46,123.59,192.72,293.64,214.15,198.78,182.7,166.29,97.64,98.04,99.3,98.04,96.59,98.16,93.21,93.21,93.21,93.21,93.21,93.21,90.33,90.63,92.5,90.61,88.94,89.42,7996,41,774,2081,1610,3490,2839,1302,3198,657,7185,242,569,,,,
2009-09-11,139.24,169.06,146.73,141.63,134.82,128.99,203.41,308.61,222.34,213.49,187.12,170.21,110.85,111.28,111.46,111.24,110.02,109.76,126.93,126.48,129.5,126.45,126.95,124.25,192.03,276.34,212.84,197.7,181.58,166.04,97.88,98.31,100.43,98.31,96.6,97.49,88.94,88.94,88.94,88.94,88.94,88.94,91.13,91.78,92.74,91.77,89.34,89.73,6785,35,609,1844,1271,3025,2789,832,2844,320,6090,186,509,,,,
2009-09-18,139.89,172.97,146.36,141.99,134.23,128.77,207.94,307.17,221.2,213.69,186.49,176.25,110.46,110.45,111.94,110.36,109.79,110.37,128.32,128.17,130.34,128.13,128.01,126.19,192.15,295.32,210.59,199.14,178.62,159.27,97.29,97.29,99.73,97.29,96.82,96.95,88.15,88.15,88.15,88.15,88.15,88.15,91.22,92.3,92.74,92.31,88.96,89.53,7587,48,752,1993,1429,3365,3036,859,3341,351,7040,268,279,,,,
2009-09-25,139.86,170.31,144.7,140.39,134.78,128.3,206.72,302.17,217.55,207.68,187.95,177.32,109.67,109.59,110.62,109.56,108.83,108.09,130.15,129.59,131.78,129.54,129.69,130.58,193.58,286.96,207.16,196.26,181.75,156.65,96.24,95.83,96.95,95.83,95.91,96.81,84.27,84.27,84.27,84.27,84.27,84.27,89.89,91.2,91.57,91.2,87.5,87.69,7298,45,727,1890,1372,3264,3197,626,3268,207,6663,372,263,,,,
2009-10-02,137.44,168.71,142.71,137.84,132.95,125.84,206.26,306.95,213.69,207.61,191.12,176.45,107.8,107.92,109.01,107.9,107.65,105.53,128.55,127.75,131.59,127.74,128.28,127.07,189.32,284.11,204.21,191.44,176.54,154.82,94.19,93.63,94.91,93.63,94.85,94.84,80.41,80.41,80.41,80.41,80.41,80.41,84.68,84.1,90.58,84.09,84.75,86.14,8107,50,689,2363,1317,3689,3198,1319,3310,280,7241,165,702,,,,
2009-10-09,135.19,164.87,138.98,136.33,130.51,125.13,210.18,299.1,215.07,213.55,192.8,190.9,105.38,105.86,106.0,105.87,104.69,103.71,124.96,125.74,128.35,125.73,123.3,123.5,183.8,274.9,193.97,185.82,174.26,150.39,92.67,92.09,93.72,92.09,93.01,92.78,80.17,80.17,80.17,80.17,80.17,80.17,87.55,88.5,89.99,88.5,83.46,87.57,8036,54,786,2308,1467,3421,3624,1042,3136,235,7397,232,407,,,,
2009-10-16,135.74,160.27,141.22,136.43,132.01,124.25,217.78,296.74,234.52,218.91,199.19,181.51,106.95,107.03,107.74,106.97,106.21,105.67,126.36,126.62,127.95,126.56,125.61,123.46,178.21,251.22,191.96,180.36,172.93,148.36,91.97,92.47,92.61,92.47,91.47,91.79,82.07,82.07,82.07,82.07,82.07,82.07,87.27,88.12,88.9,88.12,84.4,86.45,7890,56,804,2146,1561,3324,3213,1133,3239,305,7264,269,357,,,,
2009-10-23,137.75,162.95,141.61,138.11,134.22,127.8,217.53,287.83,228.23,217.81,207.77,189.08,110.36,110.79,110.4,110.76,109.69,109.5,129.13,129.46,130.93,129.42,127.43,128.18,180.03,260.51,190.23,180.71,171.51,150.79,91.95,91.42,92.71,91.42,92.54,91.0,81.93,81.93,81.93,81.93,81.93,81.93,88.16,88.96,89.11,88.95,86.21,87.56,7371,54,791,1957,1419,3151,3117,682,3165,406,6855,299,218,,,,
2009-10-30,140.18,161.68,144.06,139.72,135.55,130.85,227.42,277.38,234.33,223.21,209.27,197.26,112.92,112.68,113.34,112.65,112.26,114.48,130.71,130.4,132.41,130.37,129.84,129.65,180.27,255.84,192.01,181.17,170.3,151.22,92.48,92.27,93.81,92.27,91.95,93.06,83.84,83.84,83.84,83.84,83.84,83.84,87.66,87.54,88.99,87.53,86.48,87.24,7528,75,736,2001,1282,3435,2944,753,3276,555,6925,250,354,,,,
2009-11-06,140.16,159.58,144.61,140.65,136.02,130.57,230.81,288.42,240.74,229.29,214.77,198.37,112.89,112.35,114.28,112.31,112.42,113.77,130.13,129.69,131.47,129.68,129.74,129.15,179.04,241.01,191.44,183.3,169.72,151.15,92.93,93.44,91.98,93.44,91.01,92.51,84.57,84.57,84.57,84.57,84.57,84.57,85.41,85.66,86.5,85.66,84.69,84.47,7377,74,752,2138,1283,3130,2929,872,3166,409,6752,198,427,,,,
2009-11-13,139.32,155.77,144.61,139.93,134.43,128.1,233.24,292.22,245.38,233.14,217.59,202.09,110.79,110.74,112.69,110.68,110.08,107.45,124.84,124.52,125.93,124.49,124.58,125.62,183.13,229.44,198.1,186.33,170.26,151.22,91.53,91.9,91.05,91.9,90.83,91.79,83.89,83.89,83.89,83.89,83.89,83.89,83.77,85.07,82.82,85.07,81.22,79.7,7598,65,855,2224,1224,3231,3067,919,3006,607,6799,213,586,,,,
2009-11-20,138.42,152.56,144.18,139.9,133.82,126.4,234.34,278.68,249.46,237.99,217.14,199.69,110.14,110.06,113.29,110.01,108.24,107.75,122.52,122.34,123.36,122.33,121.63,120.23,181.33,224.68,195.29,186.71,172.61,149.19,93.18,92.33,92.54,92.33,94.53,92.83,84.62,84.62,84.62,84.62,84.62,84.62,81.97,83.31,82.03,83.32,78.53,80.35,7994,65,947,2096,1569,3317,3326,1193,2891,585,7216,331,447,,,,
2009-11-27,139.35,153.5,144.39,140.99,134.3,128.23,234.27,279.27,251.38,241.74,212.87,203.98,110.59,110.13,111.77,109.95,109.76,109.52,121.95,121.66,121.39,121.63,120.99,120.2,185.62,229.16,199.09,190.41,176.13,152.65,92.01,91.64,92.62,91.63,91.7,93.64,85.78,85.78,85.78,85.78,85.78,85.78,81.79,83.64,81.67,83.65,77.68,79.35,6385,53,705,1575,1335,2717,2288,769,2898,430,5788,254,344,,,,
2009-12-04,137.31,154.02,142.7,139.24,132.07,125.95,231.25,287.71,249.18,236.14,208.81,192.58,109.7,110.26,109.6,110.23,108.45,109.05,118.01,117.63,119.02,117.6,118.04,116.06,184.49,232.9,198.99,190.71,173.8,154.12,91.52,90.88,92.95,90.88,91.14,92.72,85.13,85.13,85.13,85.13,85.13,85.13,74.79,75.65,75.42,75.67,73.12,75.42,6946,57,729,1898,1295,2967,2816,723,3158,249,6359,272,315,,,,
2009-12-11,136.32,152.77,140.78,137.97,131.61,123.67,227.16,284.96,245.2,231.64,208.47,185.23,108.72,108.78,108.21,108.67,108.39,106.86,116.03,116.06,116.54,116.05,114.92,113.27,184.17,230.27,196.42,189.02,174.91,153.79,92.67,92.45,93.43,92.45,92.93,91.79,86.03,86.03,86.03,86.03,86.03,86.03,79.29,83.21,74.09,83.34,70.35,71.62,8652,63,947,2495,1768,3379,3467,1728,3079,377,7903,223,526,,,,
2009-12-18,134.81,153.26,141.91,136.97,130.84,126.37,209.29,281.67,232.35,219.59,193.57,178.53,110.44,110.3,111.38,110.21,109.39,111.28,119.17,118.85,120.05,118.74,118.56,120.67,180.01,228.62,198.6,185.09,172.49,154.17,94.17,94.37,95.65,94.36,93.34,94.45,89.51,89.51,89.51,89.51,89.51,89.51,75.06,77.19,75.31,77.19,71.73,72.33,7105,58,752,1910,1575,2809,2696,981,3064,364,6472,283,351,,,,
2009-12-25,136.05,153.92,141.74,137.55,130.79,125.23,201.5,269.28,215.87,208.87,181.78,169.69,112.72,112.48,113.52,112.32,112.03,113.22,122.79,121.68,124.19,121.52,122.03,118.82,183.55,233.13,199.63,188.53,171.46,153.22,94.98,94.71,96.99,94.71,94.77,94.67,87.84,87.84,87.84,87.84,87.84,87.84,73.91,74.94,74.31,74.94,71.52,72.8,5880,48,661,1593,1238,2340,2373,840,2488,178,5447,251,182,,,,
2010-01-01,137.42,154.23,142.17,138.46,133.09,127.38,197.95,267.2,209.42,198.59,182.58,169.17,115.58,115.85,116.14,115.77,114.76,115.88,124.0,123.83,126.18,123.74,123.7,123.19,186.12,228.06,199.22,190.45,175.87,154.66,97.35,97.71,97.78,97.7,96.52,97.14,88.25,88.25,88.25,88.25,88.25,88.25,72.77,73.86,72.84,73.9,70.87,72.42,5749,54,582,1436,1147,2531,2171,570,2783,226,5392,163,194,,,,
2010-01-08,137.78,154.86,143.39,139.42,134.55,128.92,193.12,262.75,201.51,194.53,183.0,168.52,118.69,118.22,121.2,118.18,117.97,118.5,127.5,127.47,129.23,127.43,127.21,125.04,180.68,224.82,196.58,188.45,172.6,155.03,100.28,100.17,102.65,100.17,99.78,99.56,90.09,90.09,90.09,90.09,90.09,90.09,75.04,75.31,76.53,75.37,73.05,75.22,8608,63,916,2521,1627,3481,3660,1289,3327,333,8068,198,342,,,,
2010-01-15,142.24,161.29,146.58,142.82,138.46,133.52,198.11,270.09,206.78,200.73,184.8,171.91,124.77,124.24,125.32,124.06,124.97,124.54,130.36,129.9,132.09,129.87,130.2,131.49,186.14,238.98,198.3,189.11,175.6,158.14,102.55,101.78,107.15,101.77,102.68,101.97,92.05,92.05,92.05,92.05,92.05,92.05,76.49,76.85,76.61,76.89,74.47,77.09,7686,63,899,2182,1358,3184,3134,1044,3328,179,7157,160,369,,,,
2010-01-22,142.77,162.35,148.27,143.23,139.06,133.4,202.02,280.81,212.86,203.81,189.56,174.49,124.78,123.99,126.81,123.94,124.49,123.86,131.04,131.75,133.25,131.73,130.26,130.12,185.71,236.01,200.94,186.95,176.51,158.47,103.92,105.69,102.52,105.68,102.8,104.13,92.0,92.0,92.0,92.0,92.0,92.0,75.24,75.37,75.92,75.38,74.22,74.86,7784,58,839,1921,1593,3373,2755,1289,3225,515,6992,318,474,,,,
2010-01-29,141.46,161.68,145.1,141.47,138.35,132.77,203.55,276.84,210.19,203.07,188.18,177.45,122.18,121.52,123.65,121.47,122.51,121.18,129.41,129.51,130.73,129.48,129.13,127.85,183.38,240.43,193.7,184.53,177.04,159.17,106.03,106.04,104.87,106.04,106.22,107.55,92.87,92.87,92.87,92.87,92.87,92.87,74.61,75.11,75.64,75.12,72.52,73.44,8594,65,818,2312,1279,4119,3062,1006,3321,1205,7775,267,552,,,,
2010-02-05,140.73,160.56,145.61,140.07,137.13,131.27,211.12,285.48,224.09,210.44,195.96,178.81,118.79,118.15,120.47,118.01,118.67,117.6,125.79,125.04,127.31,125.02,125.89,125.07,184.97,239.94,196.99,183.48,176.62,160.64,104.21,106.65,104.03,106.65,103.42,101.9,92.87,92.87,92.87,92.87,92.87,92.87,73.99,74.57,75.29,74.55,72.06,73.41,9223,58,943,2178,1404,4640,3043,1019,3204,1957,8719,165,339,,,,
2010-02-12,140.76,161.5,144.08,140.44,137.17,132.82,208.07,277.85,216.45,206.3,193.32,179.08,118.77,118.54,119.58,118.36,118.18,119.44,126.22,126.5,127.09,126.48,125.59,124.38,186.41,246.95,194.73,185.94,179.51,165.95,105.96,106.6,108.28,106.59,104.47,104.39,91.71,91.71,91.71,91.71,91.71,91.71,73.25,73.55,75.08,73.54,71.49,72.26,7307,60,886,2047,1159,3155,2965,700,3171,471,6907,177,223,,,,
2010-02-19,143.74,164.04,146.82,143.55,141.13,136.86,212.51,278.48,219.07,213.1,200.76,187.99,120.57,119.63,122.44,119.6,120.89,122.03,128.35,128.77,129.57,128.74,126.92,127.2,190.89,252.13,198.3,190.39,186.31,171.1,108.24,109.37,106.08,109.37,107.94,106.89,95.78,95.78,95.78,95.78,95.78,95.78,76.71,76.65,78.25,76.65,74.92,76.05,7647,56,874,2166,1372,3178,2854,1121,3295,376,7115,312,220,,,,
2010-02-26,148.56,169.16,151.69,147.51,146.96,141.39,218.37,285.46,223.28,217.57,211.33,194.19,124.73,123.71,126.48,123.64,124.59,126.01,131.2,131.16,132.39,131.13,132.87,131.66,197.83,260.39,205.31,194.55,193.1,174.65,113.64,115.02,117.27,115.01,111.44,113.27,102.26,102.26,102.26,102.26,102.26,102.26,79.41,79.5,80.18,79.51,78.49,79.51,7203,58,860,1996,1190,3100,2530,938,3247,487,6531,292,381,,,,
2010-03-05,149.89,170.57,152.83,149.1,147.32,144.09,221.93,292.52,225.73,219.09,215.65,202.87,124.11,123.76,125.53,123.55,123.19,126.04,131.73,131.48,133.12,131.46,131.72,129.37,200.37,260.9,207.68,199.05,193.72,183.69,115.89,116.76,120.23,116.76,113.52,113.02,105.7,105.7,105.7,105.7,105.7,105.7,81.98,81.98,82.59,81.98,80.27,81.96,7310,67,805,2083,1120,3234,2583,1036,3314,377,6655,159,496,,,,
2010-03-12,149.23,170.1,152.85,148.92,147.48,143.42,223.82,293.34,229.14,223.52,216.39,204.83,121.22,120.37,123.51,120.27,121.48,121.51,129.45,128.97,130.68,128.95,129.57,130.06,202.5,265.78,211.1,203.2,198.29,184.08,115.37,114.67,119.89,114.67,114.23,115.42,106.18,106.18,106.18,106.18,106.18,106.18,83.04,83.23,83.64,83.22,81.2,83.43,7967,52,852,2745,1294,3024,2956,1327,3226,459,7299,180,488,,,,
2010-03-19,153.35,172.16,155.7,152.22,149.92,147.28,232.1,289.55,232.83,225.71,219.35,213.09,122.69,122.33,123.59,122.1,122.32,123.19,132.19,131.86,132.86,131.84,131.8,132.22,213.14,272.22,220.03,212.47,205.6,192.5,111.56,111.21,119.39,111.21,108.77,117.09,106.55,106.55,106.55,106.55,106.55,106.55,84.36,84.41,84.58,84.39,82.75,85.02,7459,88,897,2171,1275,3028,2620,1219,3345,276,6780,233,446,,,,
2010-03-26,158.03,177.55,161.82,157.8,154.34,153.65,235.02,304.19,239.97,231.53,228.06,220.46,125.53,124.83,126.48,124.76,125.69,126.76,137.12,137.41,138.58,137.35,136.12,138.46,222.86,278.91,233.74,224.66,210.49,205.75,115.55,114.57,121.93,114.57,114.23,120.31,107.31,107.31,107.31,107.31,107.31,107.31,87.05,87.46,87.14,87.41,85.88,86.67,6991,46,801,1931,1142,3071,2224,1212,3241,314,6534,129,327,,,,
2010-04-02,160.83,179.01,164.69,160.29,157.27,153.89,238.53,297.83,244.03,235.16,231.34,222.55,124.05,123.84,126.18,123.77,123.27,123.86,138.2,137.14,138.45,137.12,138.9,138.38,233.61,288.92,244.65,234.13,221.85,209.17,118.66,119.86,122.56,119.85,116.31,118.96,108.16,108.16,108.16,108.16,108.16,108.16,90.25,90.16,91.06,90.16,88.19,91.43,7523,60,798,2233,1362,3069,2491,1504,3265,264,6847,170,506,,,,
2010-04-09,162.08,181.0,165.79,162.14,159.76,154.67,238.56,303.68,243.23,234.8,235.75,223.64,125.45,124.6,127.43,124.43,125.56,126.05,138.77,137.77,140.16,137.75,138.33,136.77,237.18,294.4,246.94,242.42,228.04,210.82,118.57,116.75,122.23,116.75,118.96,121.64,106.83,106.83,106.83,106.83,106.83,106.83,91.74,91.66,92.77,91.64,91.17,91.05,6937,52,740,2033,1206,2905,2621,874,3132,309,6287,191,458,,,,
2010-04-16,163.61,183.31,166.84,164.06,160.73,158.57,238.09,302.19,244.44,234.45,235.01,227.21,126.78,126.52,127.91,126.42,126.02,128.23,140.42,139.82,141.09,139.79,140.14,141.91,240.79,300.95,249.4,246.42,230.18,218.6,115.97,114.6,119.49,114.6,116.36,118.33,107.75,107.75,107.75,107.75,107.75,107.75,95.26,94.76,96.1,94.73,94.72,95.41,7390,60,788,2205,1381,2956,2470,1243,3284,393,6707,303,380,,,,
2010-04-23,164.18,183.74,168.6,164.23,161.77,156.98,239.38,310.63,245.17,236.91,233.69,224.93,127.23,126.44,128.83,126.36,127.71,128.25,139.85,138.53,140.77,138.49,140.52,141.42,243.29,300.23,257.07,247.62,233.89,213.77,111.84,111.29,114.47,111.29,111.5,112.68,107.97,107.97,107.97,107.97,107.97,107.97,97.39,97.55,98.56,97.54,95.91,97.14,8130,54,820,2364,1405,3486,2917,1366,3349,498,7096,311,722,,,,
2010-04-30,166.84,187.56,171.53,167.92,165.06,158.0,244.85,312.41,250.92,243.89,240.07,225.44,130.5,130.0,131.98,129.87,130.44,130.45,141.22,140.22,141.72,140.19,141.24,142.29,243.46,307.09,259.62,251.17,237.81,210.86,111.37,110.74,111.67,110.74,111.76,112.49,115.71,115.71,115.71,115.71,115.71,115.71,103.27,103.56,104.01,103.55,101.91,102.87,7690,55,855,2259,1420,3102,2810,1385,3280,215,6597,201,893,,,,
2010-05-07,167.81,190.01,172.66,168.59,164.93,156.28,245.31,312.91,253.7,244.75,241.14,225.77,131.43,131.78,132.73,131.66,131.05,129.2,140.94,140.4,141.23,140.36,140.63,141.95,245.6,314.46,261.23,249.95,235.45,203.52,108.73,108.41,111.2,108.41,107.95,109.27,119.06,119.06,119.06,119.06,119.06,119.06,107.66,107.78,108.25,107.76,106.69,107.49,7369,43,815,2088,1228,3196,2885,957,3288,239,6554,154,661,,,,
2010-05-14,166.26,188.01,172.61,168.02,163.37,157.45,247.33,308.81,254.41,245.12,243.42,222.19,132.87,132.27,135.25,132.09,132.28,134.47,139.45,138.56,140.11,138.53,139.14,138.8,235.46,307.19,257.77,247.08,225.24,205.49,109.81,109.28,109.7,109.28,109.76,111.08,121.15,121.15,121.15,121.15,121.15,121.15,109.77,110.24,109.36,110.23,108.83,109.68,7962,57,811,2200,1655,3238,2913,1299,3344,407,7219,245,498,,,,
2010-05-21,165.32,188.42,170.07,166.35,162.03,154.78,243.64,307.37,249.11,242.22,240.2,217.71,133.11,133.3,134.6,133.06,132.42,134.11,139.07,138.03,140.3,137.98,139.1,138.56,235.16,310.97,251.11,241.96,222.58,198.37,108.54,108.38,109.34,108.38,108.21,108.61,117.25,117.25,117.25,117.25,117.25,117.25,107.04,107.45,106.71,107.43,106.29,107.0,7853,49,817,2005,1610,3373,2749,1373,3487,243,6814,420,619,,,,
2010-05-29,161.3,186.64,168.68,163.24,156.77,154.28,241.1,308.08,248.28,240.48,234.7,217.17,132.48,131.51,135.51,131.36,131.69,135.73,138.88,138.12,141.27,138.08,138.63,140.24,220.99,307.03,244.7,232.9,204.93,194.25,106.67,106.72,108.57,106.72,105.99,108.83,112.35,112.35,112.35,112.35,112.35,112.35,105.02,105.11,105.91,105.09,102.7,104.52,7284,47,755,1906,1493,3084,2804,849,3415,217,6764,139,382,,,,
2010-06-04,159.39,186.07,165.99,161.2,153.0,149.93,240.79,306.47,248.84,241.71,231.68,211.75,131.27,131.09,134.46,130.98,130.11,131.01,136.26,136.5,139.91,136.44,134.12,136.76,217.16,307.85,235.12,225.22,196.39,188.04,107.66,108.26,109.2,108.26,106.42,106.88,110.29,110.29,110.29,110.29,110.29,110.29,104.66,104.9,106.05,104.9,102.17,104.35,6976,46,712,1831,1414,2973,2700,890,3206,180,6315,204,457,,,,
2010-06-11,153.82,182.56,161.3,156.33,148.33,144.62,238.85,309.08,247.39,239.53,229.07,209.74,127.35,128.33,130.49,128.17,125.94,124.95,131.98,132.77,134.6,132.74,130.71,132.23,204.57,300.66,227.22,214.18,187.76,179.38,104.71,103.51,107.33,103.5,104.98,106.76,105.44,105.44,105.44,105.44,105.44,105.44,102.51,103.61,104.53,103.6,98.5,101.72,8302,44,790,2009,1800,3658,3322,1088,3364,528,7635,242,425,,,,
2010-06-18,152.07,179.06,157.18,153.24,146.15,143.26,238.29,304.95,247.86,239.18,224.15,212.89,125.9,125.92,127.35,125.78,124.77,126.04,129.16,129.55,130.65,129.49,128.71,127.79,202.68,293.78,216.96,207.24,185.21,176.2,104.15,103.95,106.83,103.94,103.43,104.22,103.92,103.92,103.92,103.92,103.92,103.92,99.84,102.12,103.06,102.11,95.3,97.94,7910,55,913,2189,1512,3241,3140,1335,3228,207,7057,271,582,,,,
2010-06-25,151.4,180.18,157.03,153.08,146.46,143.27,238.85,315.11,252.94,242.79,224.54,209.23,125.65,125.51,126.12,125.41,125.91,125.81,127.11,126.59,127.57,126.53,127.09,128.13,201.89,297.74,218.55,208.63,186.64,177.79,104.78,104.08,107.43,104.08,104.83,106.54,102.91,102.91,102.91,102.91,102.91,102.91,100.16,101.47,103.91,101.47,95.41,98.85,8118,44,926,2045,1559,3544,3061,1017,3609,430,7474,364,279,,,,
2010-07-02,152.12,180.46,157.92,153.3,145.47,143.01,241.15,319.44,256.67,244.19,225.03,216.96,125.38,125.51,127.14,125.38,123.8,125.72,126.54,125.88,126.82,125.83,125.79,123.19,205.36,297.51,220.45,209.67,186.87,178.25,105.3,105.39,107.91,105.38,104.11,107.59,101.74,101.74,101.74,101.74,101.74,101.74,99.83,102.17,103.74,102.15,93.5,96.92,7565,54,830,2094,1405,3182,2927,1011,3394,233,6866,181,517,,,,
2010-07-09,151.61,182.43,157.64,154.03,145.18,142.16,244.93,327.89,261.6,250.22,225.08,217.56,125.05,126.19,125.78,125.95,123.98,123.97,124.63,125.0,125.59,124.97,124.33,121.26,203.42,302.29,219.7,210.06,186.53,178.76,105.66,105.15,107.81,105.15,105.46,105.73,102.0,102.0,102.0,102.0,102.0,102.0,98.58,101.78,103.4,101.77,92.6,96.94,7144,38,803,1818,1439,3046,2813,866,3189,277,6292,309,543,,,,
2010-07-16,150.53,181.62,157.62,152.96,144.08,141.37,240.28,331.86,260.06,249.95,215.99,214.5,123.63,123.83,125.15,123.65,123.05,123.05,123.88,124.05,124.7,124.03,123.46,121.95,203.97,300.84,222.2,209.53,188.95,177.74,103.93,103.74,107.17,103.74,103.25,104.95,102.04,102.04,102.04,102.04,102.04,102.04,98.78,102.61,104.45,102.61,92.28,94.91,9030,46,876,2361,1780,3967,3499,1580,3392,559,8076,331,623,,,,
2010-07-23,152.07,181.77,157.8,153.28,145.85,143.84,238.41,326.44,259.32,244.97,218.56,211.99,123.81,123.48,125.4,123.4,123.29,125.83,125.92,125.72,126.47,125.69,125.7,127.04,210.01,303.38,222.07,212.53,193.22,181.59,103.44,103.11,104.54,103.1,103.25,105.12,102.08,102.08,102.08,102.08,102.08,102.08,98.21,101.99,102.96,101.97,92.19,93.55,8498,54,881,2645,1546,3371,2979,1376,3318,824,7695,397,406,,,,
2010-07-30,150.45,184.76,156.88,152.89,144.38,142.27,235.13,329.08,257.2,247.86,213.02,203.33,122.86,123.1,123.83,123.05,121.96,123.53,127.49,127.37,128.03,127.32,127.13,126.59,204.6,315.85,219.86,208.85,190.46,183.34,101.73,102.24,104.54,102.24,100.58,102.3,101.54,101.54,101.54,101.54,101.54,101.54,96.72,98.33,101.38,98.31,91.82,93.71,7928,39,772,2008,1373,3736,2886,993,3363,686,7215,262,451,,,,
2010-08-06,150.02,182.99,155.61,151.59,143.33,140.32,231.46,340.5,248.55,238.42,208.03,201.76,120.84,121.56,121.11,121.53,119.84,119.13,128.02,127.75,128.29,127.73,127.73,127.92,207.37,303.97,222.76,210.29,190.52,180.43,101.27,101.14,104.8,101.14,100.93,100.57,101.31,101.31,101.31,101.31,101.31,101.31,94.26,95.18,96.7,95.18,91.56,92.17,9085,42,867,2529,1542,4104,3323,1182,3421,1159,8304,171,609,,,,
2010-08-13,151.27,186.24,156.48,152.2,145.78,141.61,233.03,342.05,246.1,238.07,209.96,201.57,122.44,121.31,124.37,121.22,122.99,121.1,130.55,130.3,131.24,130.25,130.31,131.97,208.28,316.99,221.97,211.96,194.49,180.28,102.06,101.95,102.93,101.93,102.0,101.16,99.92,99.92,99.92,99.92,99.92,99.92,91.24,91.58,93.21,91.56,89.33,89.82,7982,44,853,2263,1524,3298,3077,1386,3233,286,7408,149,424,,,,
2010-08-20,155.11,187.26,159.36,156.56,148.92,146.18,232.56,333.63,247.07,240.19,211.94,207.08,125.5,125.56,125.33,125.51,125.43,125.22,134.75,134.93,135.51,134.89,134.25,135.02,216.15,313.42,227.48,218.48,199.16,188.15,104.57,104.93,104.65,104.93,104.1,103.24,102.57,102.57,102.57,102.57,102.57,102.57,93.16,94.31,95.73,94.31,90.25,92.44,8464,51,949,2345,1518,3601,2809,1303,3575,777,7618,343,503,,,,
2010-08-27,159.88,191.67,163.87,160.46,153.49,150.17,239.79,341.63,252.17,245.02,217.24,207.29,128.98,128.76,129.69,128.64,128.56,128.85,140.76,140.33,140.46,140.3,141.33,140.97,222.63,318.95,233.8,223.35,204.95,194.27,105.76,106.21,106.59,106.21,104.86,105.53,104.07,104.07,104.07,104.07,104.07,104.07,94.32,94.68,95.59,94.65,92.7,93.43,7385,47,759,1699,1226,3655,2383,849,3475,679,6910,160,316,,,,
