memberStateCode,memberStateName,year,month,category,tonnes,heads,kgPerHead
PT,Portugal,1999,June,Bull,3.57,11.66,306.17
PT,Portugal,1999,May,Bull,3.62,12.06,300.17
PT,Portugal,1999,April,Bull,3.02,10.07,299.9
PT,Portugal,1999,March,Bull,3.42,10.42,328.21
PT,Portugal,1999,February,Bull,2.83,9.36,302.35
PT,Portugal,1999,January,Bull,3.42,11.23,304.54
PT,Portugal,1998,December,Bull,3.62,11.72,308.87
PT,Portugal,1998,November,Bull,3.96,12.63,313.54
PT,Portugal,1998,October,Bull,3.4,10.84,313.65
PT,Portugal,1998,September,Bull,4.23,13.49,313.57
PT,Portugal,1998,August,Bull,4.41,14.4,306.25
PT,Portugal,1998,July,Bull,4.48,14.86,301.48
PT,Portugal,1998,June,Bull,4.02,13.33,301.58
PT,Portugal,1998,May,Bull,3.08,10.43,295.3
PT,Portugal,1998,April,Bull,2.98,10.23,291.3
PT,Portugal,1998,March,Bull,3.22,11.55,278.79
PT,Portugal,1998,February,Bull,3.01,11.02,273.14
PT,Portugal,1998,January,Bull,3.48,12.48,278.85
PT,Portugal,1997,December,Bull,4.07,14.92,272.79
PT,Portugal,1997,November,Bull,4.16,14.64,284.15
PT,Portugal,1997,October,Bull,4.47,15.51,288.2
PT,Portugal,1997,September,Bull,4.98,17.81,279.62
PT,Portugal,1997,August,Bull,5.62,19.12,293.93
PT,Portugal,1997,July,Bull,5.62,19.24,292.1
PT,Portugal,1997,June,Bull,5.21,17.89,291.22
PT,Portugal,1997,May,Bull,4.72,16.14,292.44
PT,Portugal,1997,April,Bull,4.78,16.45,290.58
PT,Portugal,1997,March,Bull,4.51,15.68,287.63
PT,Portugal,1997,February,Bull,4.3,14.65,293.52
PT,Portugal,1997,January,Bull,5.21,17.71,294.18
PT,Portugal,1996,December,Bull,5.38,18.14,296.58
PT,Portugal,1996,November,Bull,5.18,16.97,305.24
PT,Portugal,1996,October,Bull,5.38,17.64,304.99
PT,Portugal,1996,September,Bull,5.66,18.39,307.78
PT,Portugal,1996,August,Bull,8.01,20.08,398.9
PT,Portugal,1996,July,Bull,6.36,20.84,305.18
PT,Portugal,1996,June,Bull,3.97,13.2,300.76
PT,Portugal,1996,May,Bull,3.73,12.6,296.03
PT,Portugal,1996,April,Bull,2.83,9.7,291.75
PT,Portugal,1996,March,Bull,4.71,15.66,300.77
PT,Portugal,1996,February,Bull,4.96,16.71,296.83
PT,Portugal,1996,January,Bull,6.22,20.45,304.16
PT,Portugal,1995,December,Bull,5.46,18.05,302.49
PT,Portugal,1995,November,Bull,5.82,18.84,308.92
PT,Portugal,1995,October,Bull,6.1,19.72,309.33
PT,Portugal,1995,September,Bull,5.85,18.81,311.0
PT,Portugal,1995,August,Bull,6.98,22.83,305.74
PT,Portugal,1995,July,Bull,6.1,19.54,312.18
PT,Portugal,1995,June,Bull,5.28,17.08,309.13
PT,Portugal,1995,May,Bull,5.66,18.51,305.78
PT,Portugal,1995,April,Bull,4.5,15.03,299.4
PT,Portugal,1995,March,Bull,4.62,15.58,296.53
PT,Portugal,1995,February,Bull,4.15,14.02,296.01
PT,Portugal,1995,January,Bull,4.88,16.38,297.92
PT,Portugal,1994,December,Bull,4.95,16.97,291.69
PT,Portugal,1994,November,Bull,4.58,16.35,280.12
PT,Portugal,1994,October,Bull,4.63,15.73,294.34
PT,Portugal,1994,September,Bull,4.92,17.08,288.06
PT,Portugal,1994,August,Bull,5.74,20.18,284.44
PT,Portugal,1994,July,Bull,4.54,16.07,282.51
PT,Portugal,1994,June,Bull,4.24,15.3,277.12
PT,Portugal,1994,May,Bull,4.53,16.9,268.05
PT,Portugal,1994,April,Bull,3.9,14.62,266.76
PT,Portugal,1994,March,Bull,4.1,15.43,265.72
PT,Portugal,1994,February,Bull,3.76,14.14,265.91
PT,Portugal,1994,January,Bull,4.57,16.91,270.25
PT,Portugal,1993,December,Bull,4.98,18.33,271.69
PT,Portugal,1993,November,Bull,4.86,18.08,268.81
PT,Portugal,1993,October,Bull,4.79,17.31,276.72
PT,Portugal,1993,September,Bull,5.44,20.23,268.91
PT,Portugal,1993,August,Bull,6.38,23.78,268.29
PT,Portugal,1993,July,Bull,5.39,20.24,266.3
PT,Portugal,1993,June,Bull,4.9,18.3,267.76
PT,Portugal,1993,May,Bull,5.22,19.45,268.38
PT,Portugal,1993,April,Bull,5.01,19.3,259.59
PT,Portugal,1993,March,Bull,5.77,22.4,257.59
PT,Portugal,1993,February,Bull,4.92,18.79,261.84
PT,Portugal,1993,January,Bull,5.61,21.43,261.78
PT,Portugal,1992,December,Bull,6.55,24.02,272.69
PT,Portugal,1992,November,Bull,5.59,23.57,237.17
PT,Portugal,1992,October,Bull,5.47,20.17,271.19
PT,Portugal,1992,September,Bull,6.43,23.25,276.56
PT,Portugal,1992,August,Bull,6.83,24.84,274.96
PT,Portugal,1992,July,Bull,4.85,18.73,258.94
PT,Portugal,1992,June,Bull,4.74,17.24,274.94
PT,Portugal,1992,May,Bull,4.12,15.18,271.41
PT,Portugal,1992,April,Bull,4.38,18.05,242.66
PT,Portugal,1992,March,Bull,5.11,18.49,276.37
PT,Portugal,1992,February,Bull,4.52,16.32,276.96
PT,Portugal,1992,January,Bull,6.46,19.57,330.1
PT,Portugal,1991,December,Bull,6.9,24.44,282.32
PT,Portugal,1991,November,Bull,5.3,18.38,288.36
PT,Portugal,1991,October,Bull,6.21,21.95,282.92
PT,Portugal,1991,September,Bull,6.14,21.76,282.17
PT,Portugal,1991,August,Bull,7.29,26.22,278.03
PT,Portugal,1991,July,Bull,6.91,24.74,279.3
PT,Portugal,1991,June,Bull,5.06,18.24,277.41
PT,Portugal,1991,May,Bull,5.43,19.81,274.1
PT,Portugal,1991,April,Bull,5.44,19.63,277.13
PT,Portugal,1991,March,Bull,4.69,16.91,277.35
PT,Portugal,1991,February,Bull,4.36,15.69,277.88
PT,Portugal,1991,January,Bull,6.09,21.74,280.13
PT,Portugal,1990,December,Bull,6.1,21.87,278.92
PT,Portugal,1990,November,Bull,4.68,16.85,277.74
PT,Portugal,1990,October,Bull,5.87,21.06,278.73
PT,Portugal,1990,September,Bull,4.81,17.77,270.68
PT,Portugal,1990,August,Bull,6.19,23.05,268.55
PT,Portugal,1990,July,Bull,5.24,19.13,273.92
PT,Portugal,1990,June,Bull,4.08,15.31,266.49
PT,Portugal,1990,May,Bull,4.35,16.0,271.88
PT,Portugal,1990,April,Bull,4.4,15.99,275.17
PT,Portugal,1990,March,Bull,3.62,13.24,273.41
PT,Portugal,1990,February,Bull,3.73,13.7,272.26
PT,Portugal,1990,January,Bull,4.31,15.96,270.05
PT,Portugal,1989,December,Bull,4.59,17.15,267.64
PT,Portugal,1989,November,Bull,4.57,16.83,271.54
PT,Portugal,1989,October,Bull,4.94,18.75,263.47
PT,Portugal,1989,September,Bull,5.1,18.83,270.84
PT,Portugal,1989,August,Bull,6.82,26.21,260.21
PT,Portugal,1989,July,Bull,5.64,21.07,267.68
PT,Portugal,1989,June,Bull,4.79,17.94,267.0
PT,Portugal,1989,May,Bull,4.83,17.82,271.04
PT,Portugal,1989,April,Bull,4.82,17.78,271.09
PT,Portugal,1989,March,Bull,5.52,20.33,271.52
PT,Portugal,1989,February,Bull,4.45,16.75,265.67
PT,Portugal,1989,January,Bull,5.45,19.93,273.46
PT,Portugal,1988,December,Bull,5.21,19.32,269.67
PT,Portugal,1988,November,Bull,4.64,17.23,269.3
PT,Portugal,1988,October,Bull,4.6,16.99,270.75
PT,Portugal,1988,September,Bull,5.1,18.7,272.73
PT,Portugal,1988,August,Bull,6.5,24.2,268.6
PT,Portugal,1988,July,Bull,4.9,17.9,273.74
PT,Portugal,1988,June,Bull,4.4,15.9,276.73
PT,Portugal,1988,May,Bull,5.0,14.5,344.83
PT,Portugal,1988,April,Bull,3.9,14.1,276.6
PT,Portugal,1988,March,Bull,4.3,15.9,270.44
PT,Portugal,1988,February,Bull,4.0,15.0,266.67
PT,Portugal,1988,January,Bull,4.0,14.6,273.97
PT,Portugal,1987,December,Bull,3.83,14.56,263.05
PT,Portugal,1987,November,Bull,4.2,15.7,267.52
PT,Portugal,1987,October,Bull,4.13,15.35,269.06
PT,Portugal,1987,September,Bull,4.86,18.47,263.13
PT,Portugal,1987,August,Bull,5.35,20.72,258.2
PT,Portugal,1987,July,Bull,4.9,19.1,256.54
PT,Portugal,1987,June,Bull,4.32,16.57,260.71
PT,Portugal,1987,May,Bull,4.07,15.76,258.25
PT,Portugal,1987,April,Bull,4.5,17.42,258.32
PT,Portugal,1987,March,Bull,4.11,15.86,259.14
PT,Portugal,1987,February,Bull,3.79,14.93,253.85
PT,Portugal,1987,January,Bull,4.01,15.68,255.74
PT,Portugal,1986,December,Bull,4.98,19.36,257.23
PT,Portugal,1986,November,Bull,4.12,15.85,259.94
PT,Portugal,1986,October,Bull,4.71,17.78,264.9
PT,Portugal,1986,September,Bull,4.81,18.54,259.44
PT,Portugal,1986,August,Bull,4.85,18.94,256.07
PT,Portugal,1986,July,Bull,4.64,18.44,251.63
PT,Portugal,1986,June,Bull,3.99,15.58,256.1
PT,Portugal,1986,May,Bull,3.87,15.21,254.44
PT,Portugal,1986,April,Bull,4.09,16.18,252.78
PT,Portugal,1986,March,Bull,4.06,15.9,255.35
PT,Portugal,1986,February,Bull,3.61,14.18,254.58
PT,Portugal,1986,January,Bull,3.73,14.89,250.5
PT,Portugal,2025,February,Bullock,0.04,0.1,400.0
PT,Portugal,2025,January,Bullock,0.05,0.12,416.67
PT,Portugal,2024,December,Bullock,0.04,0.11,363.64
PT,Portugal,2024,November,Bullock,0.05,0.12,416.67
PT,Portugal,2024,October,Bullock,0.05,0.14,357.14
PT,Portugal,2024,September,Bullock,0.05,0.13,384.62
PT,Portugal,2024,August,Bullock,0.05,0.14,357.14
PT,Portugal,2024,July,Bullock,0.05,0.15,333.33
PT,Portugal,2024,June,Bullock,0.04,0.11,363.64
PT,Portugal,2024,May,Bullock,0.04,0.13,307.69
PT,Portugal,2024,April,Bullock,0.03,0.07,428.57
PT,Portugal,2024,March,Bullock,0.04,0.1,400.0
PT,Portugal,2024,February,Bullock,0.03,0.09,333.33
PT,Portugal,2024,January,Bullock,0.04,0.11,363.64
PT,Portugal,2023,December,Bullock,0.03,0.11,272.73
PT,Portugal,2023,November,Bullock,0.03,0.11,272.73
PT,Portugal,2023,October,Bullock,0.03,0.1,300.0
PT,Portugal,2023,September,Bullock,0.04,0.12,333.33
PT,Portugal,2023,August,Bullock,0.03,0.09,333.33
PT,Portugal,2023,July,Bullock,0.03,0.1,300.0
PT,Portugal,2023,June,Bullock,0.03,0.1,300.0
PT,Portugal,2023,May,Bullock,0.05,0.14,357.14
PT,Portugal,2023,April,Bullock,0.04,0.12,333.33
PT,Portugal,2023,March,Bullock,0.04,0.13,307.69
PT,Portugal,2023,February,Bullock,0.04,0.11,363.64
PT,Portugal,2023,January,Bullock,0.04,0.11,363.64
PT,Portugal,2022,December,Bullock,0.04,0.12,333.33
PT,Portugal,2022,November,Bullock,0.04,0.11,363.64
PT,Portugal,2022,October,Bullock,0.04,0.15,266.67
PT,Portugal,2022,September,Bullock,0.04,0.12,333.33
PT,Portugal,2022,August,Bullock,0.04,0.16,250.0
PT,Portugal,2022,July,Bullock,0.04,0.13,307.69
PT,Portugal,2022,June,Bullock,0.04,0.13,307.69
PT,Portugal,2022,May,Bullock,0.04,0.11,363.64
PT,Portugal,2022,April,Bullock,0.05,0.14,357.14
PT,Portugal,2022,March,Bullock,0.04,0.12,333.33
PT,Portugal,2022,February,Bullock,0.04,0.11,363.64
PT,Portugal,2022,January,Bullock,0.03,0.09,333.33
PT,Portugal,2021,December,Bullock,0.03,0.1,300.0
PT,Portugal,2021,November,Bullock,0.04,0.11,363.64
PT,Portugal,2021,October,Bullock,0.05,0.13,384.62
PT,Portugal,2021,September,Bullock,0.04,0.1,400.0
PT,Portugal,2021,August,Bullock,0.04,0.12,333.33
PT,Portugal,2021,July,Bullock,0.04,0.1,400.0
PT,Portugal,2021,June,Bullock,0.03,0.08,375.0
PT,Portugal,2021,May,Bullock,0.06,0.17,352.94
PT,Portugal,2021,April,Bullock,0.04,0.12,333.33
PT,Portugal,2021,March,Bullock,0.06,0.16,375.0
PT,Portugal,2021,February,Bullock,0.03,0.1,300.0
PT,Portugal,2021,January,Bullock,0.03,0.08,375.0
PT,Portugal,2020,December,Bullock,0.03,0.1,300.0
PT,Portugal,2020,November,Bullock,0.04,0.12,333.33
PT,Portugal,2020,October,Bullock,0.03,0.1,300.0
PT,Portugal,2020,September,Bullock,0.03,0.1,300.0
PT,Portugal,2020,August,Bullock,0.03,0.09,333.33
PT,Portugal,2020,July,Bullock,0.02,0.08,250.0
PT,Portugal,2020,June,Bullock,0.13,0.4,325.0
PT,Portugal,2020,May,Bullock,0.04,0.12,333.33
PT,Portugal,2020,April,Bullock,0.03,0.09,333.33
PT,Portugal,2020,March,Bullock,0.03,0.1,300.0
PT,Portugal,2020,February,Bullock,0.04,0.12,333.33
PT,Portugal,2020,January,Bullock,0.03,0.11,272.73
PT,Portugal,2019,December,Bullock,0.03,0.1,300.0
PT,Portugal,2019,November,Bullock,0.03,0.08,375.0
PT,Portugal,2019,October,Bullock,0.03,0.08,375.0
PT,Portugal,2019,September,Bullock,0.03,0.1,300.0
PT,Portugal,2019,August,Bullock,0.03,0.09,333.33
PT,Portugal,2019,July,Bullock,0.04,0.11,363.64
PT,Portugal,2019,June,Bullock,0.03,0.08,375.0
PT,Portugal,2019,May,Bullock,0.03,0.07,428.57
PT,Portugal,2019,April,Bullock,0.04,0.11,363.64
PT,Portugal,2019,March,Bullock,0.04,0.1,400.0
PT,Portugal,2019,February,Bullock,0.03,0.09,333.33
PT,Portugal,2019,January,Bullock,0.03,0.07,428.57
PT,Portugal,2018,December,Bullock,0.03,0.08,375.0
PT,Portugal,2018,November,Bullock,0.03,0.08,375.0
PT,Portugal,2018,October,Bullock,0.03,0.08,375.0
PT,Portugal,2018,September,Bullock,0.02,0.05,400.0
PT,Portugal,2018,August,Bullock,0.05,0.16,312.5
PT,Portugal,2018,July,Bullock,0.03,0.11,272.73
PT,Portugal,2018,June,Bullock,0.03,0.11,272.73
PT,Portugal,2018,May,Bullock,0.03,0.08,375.0
PT,Portugal,2018,April,Bullock,0.02,0.06,333.33
PT,Portugal,2018,March,Bullock,0.02,0.06,333.33
PT,Portugal,2018,February,Bullock,0.03,0.09,333.33
PT,Portugal,2018,January,Bullock,0.03,0.11,272.73
PT,Portugal,2017,December,Bullock,0.03,0.08,375.0
PT,Portugal,2017,November,Bullock,0.06,0.14,428.57
PT,Portugal,2017,October,Bullock,0.03,0.09,333.33
PT,Portugal,2017,September,Bullock,0.03,0.12,250.0
PT,Portugal,2017,August,Bullock,0.03,0.08,375.0
PT,Portugal,2017,July,Bullock,0.03,0.09,333.33
PT,Portugal,2017,June,Bullock,0.03,0.08,375.0
PT,Portugal,2017,May,Bullock,0.03,0.1,300.0
PT,Portugal,2017,April,Bullock,0.04,0.11,363.64
PT,Portugal,2017,March,Bullock,0.03,0.1,300.0
PT,Portugal,2017,February,Bullock,0.02,0.08,250.0
PT,Portugal,2017,January,Bullock,0.03,0.1,300.0
PT,Portugal,2016,December,Bullock,0.04,0.12,333.33
PT,Portugal,2016,November,Bullock,0.05,0.14,357.14
PT,Portugal,2016,October,Bullock,0.02,0.06,333.33
PT,Portugal,2016,September,Bullock,0.03,0.08,375.0
PT,Portugal,2016,August,Bullock,0.03,0.09,333.33
PT,Portugal,2016,July,Bullock,0.03,0.1,300.0
PT,Portugal,2016,June,Bullock,0.03,0.09,333.33
PT,Portugal,2016,May,Bullock,0.03,0.11,272.73
PT,Portugal,2016,April,Bullock,0.02,0.08,250.0
PT,Portugal,2016,March,Bullock,0.03,0.1,300.0
PT,Portugal,2016,February,Bullock,0.02,0.07,285.71
PT,Portugal,2016,January,Bullock,0.03,0.1,300.0
PT,Portugal,2015,December,Bullock,0.06,0.27,222.22
PT,Portugal,2015,November,Bullock,0.03,0.11,272.73
PT,Portugal,2015,October,Bullock,0.03,0.1,300.0
PT,Portugal,2015,September,Bullock,0.04,0.12,333.33
PT,Portugal,2015,August,Bullock,0.05,0.16,312.5
PT,Portugal,2015,July,Bullock,0.03,0.1,300.0
PT,Portugal,2015,June,Bullock,0.03,0.11,272.73
PT,Portugal,2015,May,Bullock,0.04,0.11,363.64
PT,Portugal,2015,April,Bullock,0.03,0.09,333.33
PT,Portugal,2015,March,Bullock,0.04,0.13,307.69
PT,Portugal,2015,February,Bullock,0.03,0.1,300.0
PT,Portugal,2015,January,Bullock,0.02,0.08,250.0
PT,Portugal,2014,December,Bullock,0.03,0.1,300.0
PT,Portugal,2014,November,Bullock,0.03,0.1,300.0
PT,Portugal,2014,October,Bullock,0.04,0.14,285.71
PT,Portugal,2014,September,Bullock,0.04,0.15,266.67
PT,Portugal,2014,August,Bullock,0.05,0.17,294.12
PT,Portugal,2014,July,Bullock,0.04,0.16,250.0
PT,Portugal,2014,June,Bullock,0.03,0.09,333.33
PT,Portugal,2014,May,Bullock,0.03,0.11,272.73
PT,Portugal,2014,April,Bullock,0.03,0.1,300.0
PT,Portugal,2014,March,Bullock,0.03,0.11,272.73
PT,Portugal,2014,February,Bullock,0.03,0.08,375.0
PT,Portugal,2014,January,Bullock,0.03,0.1,300.0
PT,Portugal,2013,December,Bullock,0.03,0.1,300.0
PT,Portugal,2013,November,Bullock,0.05,0.18,277.78
PT,Portugal,2013,October,Bullock,0.06,0.21,285.71
PT,Portugal,2013,September,Bullock,0.08,0.26,307.69
PT,Portugal,2013,August,Bullock,0.06,0.22,272.73
PT,Portugal,2013,July,Bullock,0.06,0.21,285.71
PT,Portugal,2013,June,Bullock,0.05,0.16,312.5
PT,Portugal,2013,May,Bullock,0.05,0.16,312.5
PT,Portugal,2013,April,Bullock,0.04,0.14,285.71
PT,Portugal,2013,March,Bullock,0.04,0.13,307.69
PT,Portugal,2013,February,Bullock,0.04,0.14,285.71
PT,Portugal,2013,January,Bullock,0.05,0.16,312.5
PT,Portugal,2012,December,Bullock,0.04,0.13,307.69
PT,Portugal,2012,November,Bullock,0.06,0.17,352.94
PT,Portugal,2012,October,Bullock,0.05,0.16,312.5
PT,Portugal,2012,September,Bullock,0.04,0.12,333.33
PT,Portugal,2012,August,Bullock,0.05,0.14,357.14
PT,Portugal,2012,July,Bullock,0.05,0.15,333.33
PT,Portugal,2012,June,Bullock,0.05,0.15,333.33
PT,Portugal,2012,May,Bullock,0.08,0.21,380.95
PT,Portugal,2012,April,Bullock,0.07,0.19,368.42
PT,Portugal,2012,March,Bullock,0.06,0.17,352.94
PT,Portugal,2012,February,Bullock,0.05,0.15,333.33
PT,Portugal,2012,January,Bullock,0.05,0.15,333.33
PT,Portugal,2011,December,Bullock,0.04,0.13,307.69
PT,Portugal,2011,November,Bullock,0.05,0.17,294.12
PT,Portugal,2011,October,Bullock,0.06,0.19,315.79
PT,Portugal,2011,September,Bullock,0.07,0.25,280.0
PT,Portugal,2011,August,Bullock,0.09,0.26,346.15
PT,Portugal,2011,July,Bullock,0.07,0.2,350.0
PT,Portugal,2011,June,Bullock,0.07,0.18,388.89
PT,Portugal,2011,May,Bullock,0.08,0.22,363.64
PT,Portugal,2011,April,Bullock,0.09,0.26,346.15
PT,Portugal,2011,March,Bullock,0.08,0.21,380.95
PT,Portugal,2011,February,Bullock,0.06,0.18,333.33
PT,Portugal,2011,January,Bullock,0.07,0.2,350.0
PT,Portugal,2010,December,Bullock,0.07,0.18,388.89
PT,Portugal,2010,November,Bullock,0.09,0.27,333.33
PT,Portugal,2010,October,Bullock,0.08,0.22,363.64
PT,Portugal,2010,September,Bullock,0.09,0.3,300.0
PT,Portugal,2010,August,Bullock,0.13,0.39,333.33
PT,Portugal,2010,July,Bullock,0.1,0.3,333.33
PT,Portugal,2010,June,Bullock,0.1,0.29,344.83
PT,Portugal,2010,May,Bullock,0.09,0.3,300.0
PT,Portugal,2010,April,Bullock,0.08,0.25,320.0
PT,Portugal,2010,March,Bullock,0.1,0.3,333.33
PT,Portugal,2010,February,Bullock,0.07,0.19,368.42
PT,Portugal,2010,January,Bullock,0.08,0.22,363.64
PT,Portugal,2009,December,Bullock,0.08,0.26,307.69
PT,Portugal,2009,November,Bullock,0.1,0.28,357.14
PT,Portugal,2009,October,Bullock,0.11,0.33,333.33
PT,Portugal,2009,September,Bullock,0.14,0.46,304.35
PT,Portugal,2009,August,Bullock,0.16,0.51,313.73
PT,Portugal,2009,July,Bullock,0.12,0.36,333.33
PT,Portugal,2009,June,Bullock,0.12,0.36,333.33
PT,Portugal,2009,May,Bullock,0.09,0.28,321.43
PT,Portugal,2009,April,Bullock,0.11,0.35,314.29
PT,Portugal,2009,March,Bullock,0.09,0.27,333.33
PT,Portugal,2009,February,Bullock,0.08,0.21,380.95
PT,Portugal,2009,January,Bullock,0.08,0.23,347.83
PT,Portugal,2008,December,Bullock,0.09,0.25,360.0
PT,Portugal,2008,November,Bullock,0.06,0.18,333.33
PT,Portugal,2008,October,Bullock,0.12,0.35,342.86
PT,Portugal,2008,September,Bullock,0.13,0.45,288.89
PT,Portugal,2008,August,Bullock,0.15,0.53,283.02
PT,Portugal,2008,July,Bullock,0.13,0.39,333.33
PT,Portugal,2008,June,Bullock,0.1,0.34,294.12
PT,Portugal,2008,May,Bullock,0.11,0.31,354.84
PT,Portugal,2008,April,Bullock,0.06,0.18,333.33
PT,Portugal,2008,March,Bullock,0.1,0.33,303.03
PT,Portugal,2008,February,Bullock,0.06,0.18,333.33
PT,Portugal,2008,January,Bullock,0.07,0.23,304.35
PT,Portugal,2007,December,Bullock,0.06,0.16,375.0
PT,Portugal,2007,November,Bullock,0.06,0.18,333.33
PT,Portugal,2007,October,Bullock,0.09,0.29,310.34
PT,Portugal,2007,September,Bullock,0.11,0.39,282.05
PT,Portugal,2007,August,Bullock,0.15,0.52,288.46
PT,Portugal,2007,July,Bullock,0.11,0.39,282.05
PT,Portugal,2007,June,Bullock,0.09,0.29,310.34
PT,Portugal,2007,May,Bullock,0.07,0.2,350.0
PT,Portugal,2007,April,Bullock,0.08,0.22,363.64
PT,Portugal,2007,March,Bullock,0.05,0.15,333.33
PT,Portugal,2007,February,Bullock,0.08,0.22,363.64
PT,Portugal,2007,January,Bullock,0.07,0.21,333.33
PT,Portugal,2006,December,Bullock,0.07,0.19,368.42
PT,Portugal,2006,November,Bullock,0.09,0.23,391.3
PT,Portugal,2006,October,Bullock,0.11,0.3,366.67
PT,Portugal,2006,September,Bullock,0.1,0.29,344.83
PT,Portugal,2006,August,Bullock,0.28,1.0,280.0
PT,Portugal,2006,July,Bullock,0.16,0.49,326.53
PT,Portugal,2006,June,Bullock,0.12,0.32,375.0
PT,Portugal,2006,May,Bullock,0.15,0.42,357.14
PT,Portugal,2006,April,Bullock,0.12,0.34,352.94
PT,Portugal,2006,March,Bullock,0.16,0.42,380.95
PT,Portugal,2006,February,Bullock,0.13,0.35,371.43
PT,Portugal,2006,January,Bullock,0.13,0.34,382.35
PT,Portugal,2005,December,Bullock,0.14,0.38,368.42
PT,Portugal,2005,November,Bullock,0.18,0.47,382.98
PT,Portugal,2005,October,Bullock,0.19,0.57,333.33
PT,Portugal,2005,September,Bullock,0.26,0.76,342.11
PT,Portugal,2005,August,Bullock,0.31,0.96,322.92
PT,Portugal,2005,July,Bullock,0.17,0.48,354.17
PT,Portugal,2005,June,Bullock,0.19,0.54,351.85
PT,Portugal,2005,May,Bullock,0.16,0.44,363.64
PT,Portugal,2005,April,Bullock,0.16,0.45,355.56
PT,Portugal,2005,March,Bullock,0.17,0.47,361.7
PT,Portugal,2005,February,Bullock,0.15,0.43,348.84
PT,Portugal,2005,January,Bullock,0.19,0.52,365.38
PT,Portugal,2004,December,Bullock,0.17,0.47,361.7
PT,Portugal,2004,November,Bullock,0.16,0.44,363.64
PT,Portugal,2004,October,Bullock,0.16,0.44,363.64
PT,Portugal,2004,September,Bullock,0.18,0.52,346.15
PT,Portugal,2004,August,Bullock,0.21,0.57,368.42
PT,Portugal,2004,July,Bullock,0.17,0.44,386.36
PT,Portugal,2004,June,Bullock,0.18,0.49,367.35
PT,Portugal,2004,May,Bullock,0.15,0.41,365.85
PT,Portugal,2004,April,Bullock,0.18,0.48,375.0
PT,Portugal,2004,March,Bullock,0.17,0.47,361.7
PT,Portugal,2004,February,Bullock,0.15,0.43,348.84
PT,Portugal,2004,January,Bullock,0.14,0.39,358.97
PT,Portugal,2003,December,Bullock,0.13,0.36,361.11
PT,Portugal,2003,November,Bullock,0.15,0.43,348.84
PT,Portugal,2003,October,Bullock,0.16,0.43,372.09
PT,Portugal,2003,September,Bullock,0.15,0.43,348.84
PT,Portugal,2003,August,Bullock,0.14,0.4,350.0
PT,Portugal,2003,July,Bullock,0.18,0.49,367.35
PT,Portugal,2003,June,Bullock,0.17,0.49,346.94
PT,Portugal,2003,May,Bullock,0.13,0.36,361.11
PT,Portugal,2003,April,Bullock,0.16,0.43,372.09
PT,Portugal,2003,March,Bullock,0.16,0.43,372.09
PT,Portugal,2003,February,Bullock,0.16,0.43,372.09
PT,Portugal,2003,January,Bullock,0.2,0.51,392.16
PT,Portugal,2002,December,Bullock,0.14,0.39,358.97
PT,Portugal,2002,November,Bullock,0.16,0.45,355.56
PT,Portugal,2002,October,Bullock,0.19,0.55,345.45
PT,Portugal,2002,September,Bullock,0.2,0.56,357.14
PT,Portugal,2002,August,Bullock,0.21,0.61,344.26
PT,Portugal,2002,July,Bullock,0.16,0.43,372.09
PT,Portugal,2002,June,Bullock,0.15,0.42,357.14
PT,Portugal,2002,May,Bullock,0.16,0.43,372.09
PT,Portugal,2002,April,Bullock,0.13,0.37,351.35
PT,Portugal,2002,March,Bullock,0.16,0.44,363.64
PT,Portugal,2002,February,Bullock,0.12,0.32,375.0
PT,Portugal,2002,January,Bullock,0.17,0.46,369.57
PT,Portugal,2001,December,Bullock,0.15,0.42,357.14
PT,Portugal,2001,November,Bullock,0.18,0.5,360.0
PT,Portugal,2001,October,Bullock,0.17,0.45,377.78
PT,Portugal,2001,September,Bullock,0.18,0.51,352.94
PT,Portugal,2001,August,Bullock,0.2,0.58,344.83
PT,Portugal,2001,July,Bullock,0.2,0.6,333.33
PT,Portugal,2001,June,Bullock,0.11,0.32,343.75
PT,Portugal,2001,May,Bullock,0.11,0.33,333.33
PT,Portugal,2001,April,Bullock,0.11,0.31,354.84
PT,Portugal,2001,March,Bullock,0.06,0.18,333.33
PT,Portugal,2001,February,Bullock,0.06,0.18,333.33
PT,Portugal,2001,January,Bullock,0.08,0.23,347.83
PT,Portugal,2000,December,Bullock,0.09,0.22,409.09
PT,Portugal,2000,November,Bullock,0.17,0.44,386.36
PT,Portugal,2000,October,Bullock,0.26,0.66,393.94
PT,Portugal,2000,September,Bullock,0.35,0.8,437.5
PT,Portugal,2000,August,Bullock,0.35,1.18,296.61
PT,Portugal,2000,July,Bullock,0.21,0.98,214.29
PT,Portugal,2000,June,Bullock,0.22,0.74,297.3
PT,Portugal,2000,May,Bullock,0.24,0.75,320.0
PT,Portugal,2000,April,Bullock,0.23,0.66,348.48
PT,Portugal,2000,March,Bullock,0.22,0.65,338.46
PT,Portugal,2000,February,Bullock,0.19,0.53,358.49
PT,Portugal,2000,January,Bullock,0.16,0.45,355.56
PT,Portugal,1999,December,Bullock,0.18,0.49,367.35
PT,Portugal,1999,November,Bullock,0.22,0.82,268.29
PT,Portugal,1999,October,Bullock,0.18,0.56,321.43
PT,Portugal,1999,September,Bullock,0.24,0.71,338.03
PT,Portugal,1999,August,Bullock,0.21,0.63,333.33
PT,Portugal,1999,July,Bullock,0.17,0.5,340.0
