memberStateCode,memberStateName,year,month,category,tonnes,heads,kgPerHead
DK,Denmark,2007,December,Young cattle,0.0,0.0,0.0
DK,Denmark,2007,November,Young cattle,0.0,0.0,0.0
DK,Denmark,2007,October,Young cattle,0.0,0.0,0.0
DK,Denmark,2007,September,Young cattle,0.0,0.0,0.0
DK,Denmark,2007,August,Young cattle,0.0,0.0,0.0
DK,Denmark,2007,July,Young cattle,0.0,0.0,0.0
DK,Denmark,2007,June,Young cattle,0.0,0.0,0.0
DK,Denmark,2007,May,Young cattle,0.0,0.0,0.0
DK,Denmark,2007,April,Young cattle,0.0,0.0,0.0
DK,Denmark,2007,March,Young cattle,0.0,0.0,0.0
DK,Denmark,2007,February,Young cattle,0.0,0.0,0.0
DK,Denmark,2007,January,Young cattle,0.0,0.0,0.0
DK,Denmark,2006,December,Young cattle,0.0,0.0,0.0
DK,Denmark,2006,November,Young cattle,0.0,0.0,0.0
DK,Denmark,2006,October,Young cattle,0.0,0.0,0.0
DK,Denmark,2006,September,Young cattle,0.0,0.0,0.0
DK,Denmark,2006,August,Young cattle,0.0,0.0,0.0
DK,Denmark,2006,July,Young cattle,0.0,0.0,0.0
DK,Denmark,2006,June,Young cattle,0.0,0.0,0.0
DK,Denmark,2006,May,Young cattle,0.0,0.0,0.0
DK,Denmark,2006,April,Young cattle,0.0,0.0,0.0
DK,Denmark,2006,March,Young cattle,0.0,0.0,0.0
DK,Denmark,2006,February,Young cattle,0.0,0.0,0.0
DK,Denmark,2006,January,Young cattle,0.0,0.0,0.0
DK,Denmark,2005,December,Young cattle,0.0,0.0,0.0
DK,Denmark,2005,November,Young cattle,0.0,0.0,0.0
DK,Denmark,2005,October,Young cattle,0.0,0.0,0.0
DK,Denmark,2005,September,Young cattle,0.0,0.0,0.0
DK,Denmark,2005,August,Young cattle,0.0,0.0,0.0
DK,Denmark,2005,July,Young cattle,0.0,0.0,0.0
DK,Denmark,2005,June,Young cattle,0.0,0.0,0.0
DK,Denmark,2005,May,Young cattle,0.0,0.0,0.0
DK,Denmark,2005,April,Young cattle,0.0,0.0,0.0
DK,Denmark,2005,March,Young cattle,0.0,0.0,0.0
DK,Denmark,2005,February,Young cattle,0.0,0.0,0.0
DK,Denmark,2005,January,Young cattle,0.0,0.0,0.0
DK,Denmark,2004,December,Young cattle,0.0,0.0,0.0
DK,Denmark,2004,November,Young cattle,0.0,0.0,0.0
DK,Denmark,2004,October,Young cattle,0.0,0.0,0.0
DK,Denmark,2004,September,Young cattle,0.0,0.0,0.0
DK,Denmark,2004,August,Young cattle,0.0,0.0,0.0
DK,Denmark,2004,July,Young cattle,0.0,0.0,0.0
DK,Denmark,2004,June,Young cattle,0.0,0.0,0.0
DK,Denmark,2004,May,Young cattle,0.0,0.0,0.0
DK,Denmark,2004,April,Young cattle,0.0,0.0,0.0
DK,Denmark,2004,March,Young cattle,0.0,0.0,0.0
DK,Denmark,2004,February,Young cattle,0.0,0.0,0.0
DK,Denmark,2004,January,Young cattle,0.0,0.0,0.0
DK,Denmark,2003,December,Young cattle,0.0,0.0,0.0
DK,Denmark,2003,November,Young cattle,0.0,0.0,0.0
DK,Denmark,2003,October,Young cattle,0.0,0.0,0.0
DK,Denmark,2003,September,Young cattle,0.0,0.0,0.0
DK,Denmark,2003,August,Young cattle,0.0,0.0,0.0
DK,Denmark,2003,July,Young cattle,0.0,0.0,0.0
DK,Denmark,2003,June,Young cattle,0.0,0.0,0.0
DK,Denmark,2003,May,Young cattle,0.0,0.0,0.0
DK,Denmark,2003,April,Young cattle,0.0,0.0,0.0
DK,Denmark,2003,March,Young cattle,0.0,0.0,0.0
DK,Denmark,2003,February,Young cattle,0.0,0.0,0.0
DK,Denmark,2003,January,Young cattle,0.0,0.0,0.0
DK,Denmark,2002,December,Young cattle,0.0,0.0,0.0
DK,Denmark,2002,November,Young cattle,0.0,0.0,0.0
DK,Denmark,2002,October,Young cattle,0.0,0.0,0.0
DK,Denmark,2002,September,Young cattle,0.0,0.0,0.0
DK,Denmark,2002,August,Young cattle,0.0,0.0,0.0
DK,Denmark,2002,July,Young cattle,0.0,0.0,0.0
DK,Denmark,2002,June,Young cattle,0.0,0.0,0.0
DK,Denmark,2002,May,Young cattle,0.0,0.0,0.0
DK,Denmark,2002,April,Young cattle,0.0,0.0,0.0
DK,Denmark,2002,March,Young cattle,0.0,0.0,0.0
DK,Denmark,2002,February,Young cattle,0.0,0.0,0.0
DK,Denmark,2002,January,Young cattle,0.0,0.0,0.0
DK,Denmark,2001,December,Young cattle,0.0,0.0,0.0
DK,Denmark,2001,November,Young cattle,0.0,0.0,0.0
DK,Denmark,2001,October,Young cattle,0.0,0.0,0.0
DK,Denmark,2001,September,Young cattle,0.0,0.0,0.0
DK,Denmark,2001,August,Young cattle,0.0,0.0,0.0
DK,Denmark,2001,July,Young cattle,0.0,0.0,0.0
DK,Denmark,2001,June,Young cattle,0.0,0.0,0.0
DK,Denmark,2001,May,Young cattle,0.0,0.0,0.0
DK,Denmark,2001,April,Young cattle,0.0,0.0,0.0
DK,Denmark,2001,March,Young cattle,0.0,0.0,0.0
DK,Denmark,2001,February,Young cattle,0.0,0.0,0.0
DK,Denmark,2001,January,Young cattle,0.0,0.0,0.0
DK,Denmark,2000,December,Young cattle,0.0,0.0,0.0
DK,Denmark,2000,November,Young cattle,0.0,0.0,0.0
DK,Denmark,2000,October,Young cattle,0.0,0.0,0.0
DK,Denmark,2000,September,Young cattle,0.0,0.0,0.0
DK,Denmark,2000,August,Young cattle,0.0,0.0,0.0
DK,Denmark,2000,July,Young cattle,0.0,0.0,0.0
DK,Denmark,2000,June,Young cattle,0.0,0.0,0.0
DK,Denmark,2000,May,Young cattle,0.0,0.0,0.0
DK,Denmark,2000,April,Young cattle,0.0,0.0,0.0
DK,Denmark,2000,March,Young cattle,0.0,0.0,0.0
DK,Denmark,2000,February,Young cattle,0.0,0.0,0.0
DK,Denmark,2000,January,Young cattle,0.0,0.0,0.0
DK,Denmark,1999,December,Young cattle,0.0,0.0,0.0
DK,Denmark,1999,November,Young cattle,0.0,0.0,0.0
DK,Denmark,1999,October,Young cattle,0.0,0.0,0.0
DK,Denmark,1999,September,Young cattle,0.0,0.0,0.0
DK,Denmark,1999,August,Young cattle,0.0,0.0,0.0
DK,Denmark,1999,July,Young cattle,0.0,0.0,0.0
DK,Denmark,1999,June,Young cattle,0.0,0.0,0.0
DK,Denmark,1999,May,Young cattle,0.0,0.0,0.0
DK,Denmark,1999,April,Young cattle,0.0,0.0,0.0
DK,Denmark,1999,March,Young cattle,0.0,0.0,0.0
DK,Denmark,1999,February,Young cattle,0.0,0.0,0.0
DK,Denmark,1999,January,Young cattle,0.0,0.0,0.0
DK,Denmark,1998,December,Young cattle,0.0,0.0,0.0
DK,Denmark,1998,November,Young cattle,0.0,0.0,0.0
DK,Denmark,1998,October,Young cattle,0.0,0.0,0.0
DK,Denmark,1998,September,Young cattle,0.0,0.0,0.0
DK,Denmark,1998,August,Young cattle,0.0,0.0,0.0
DK,Denmark,1998,July,Young cattle,0.0,0.0,0.0
DK,Denmark,1998,June,Young cattle,0.0,0.0,0.0
DK,Denmark,1998,May,Young cattle,0.0,0.0,0.0
DK,Denmark,1998,April,Young cattle,0.0,0.0,0.0
DK,Denmark,1998,March,Young cattle,0.0,0.0,0.0
DK,Denmark,1998,February,Young cattle,0.0,0.0,0.0
DK,Denmark,1998,January,Young cattle,0.0,0.0,0.0
DK,Denmark,1997,December,Young cattle,0.0,0.0,0.0
DK,Denmark,1997,November,Young cattle,0.0,0.0,0.0
DK,Denmark,1997,October,Young cattle,0.0,0.0,0.0
DK,Denmark,1997,September,Young cattle,0.0,0.0,0.0
DK,Denmark,1997,August,Young cattle,0.0,0.0,0.0
DK,Denmark,1997,July,Young cattle,0.0,0.0,0.0
DK,Denmark,1997,June,Young cattle,0.0,0.0,0.0
DK,Denmark,1997,May,Young cattle,0.0,0.0,0.0
DK,Denmark,1997,April,Young cattle,0.0,0.0,0.0
DK,Denmark,1997,March,Young cattle,0.0,0.0,0.0
DK,Denmark,1997,February,Young cattle,0.0,0.0,0.0
DK,Denmark,1997,January,Young cattle,0.0,0.0,0.0
DK,Denmark,1996,December,Young cattle,0.0,0.0,0.0
DK,Denmark,1996,November,Young cattle,0.0,0.0,0.0
DK,Denmark,1996,October,Young cattle,0.0,0.0,0.0
DK,Denmark,1996,September,Young cattle,0.0,0.0,0.0
DK,Denmark,1996,August,Young cattle,0.0,0.0,0.0
DK,Denmark,1996,July,Young cattle,0.0,0.0,0.0
DK,Denmark,1996,June,Young cattle,0.0,0.0,0.0
DK,Denmark,1996,May,Young cattle,0.0,0.0,0.0
DK,Denmark,1996,April,Young cattle,0.0,0.0,0.0
DK,Denmark,1996,March,Young cattle,0.0,0.0,0.0
DK,Denmark,1996,February,Young cattle,0.0,0.0,0.0
DK,Denmark,1996,January,Young cattle,0.0,0.0,0.0
DK,Denmark,1995,December,Young cattle,0.0,0.0,0.0
DK,Denmark,1995,November,Young cattle,0.0,0.0,0.0
DK,Denmark,1995,October,Young cattle,0.0,0.0,0.0
DK,Denmark,1995,September,Young cattle,0.0,0.0,0.0
DK,Denmark,1995,August,Young cattle,0.0,0.0,0.0
DK,Denmark,1995,July,Young cattle,0.0,0.0,0.0
DK,Denmark,1995,June,Young cattle,0.0,0.0,0.0
DK,Denmark,1995,May,Young cattle,0.0,0.0,0.0
DK,Denmark,1995,April,Young cattle,0.0,0.0,0.0
DK,Denmark,1995,March,Young cattle,0.0,0.0,0.0
DK,Denmark,1995,February,Young cattle,0.0,0.0,0.0
DK,Denmark,1995,January,Young cattle,0.0,0.0,0.0
DK,Denmark,1994,December,Young cattle,0.0,0.0,0.0
DK,Denmark,1994,November,Young cattle,0.0,0.0,0.0
DK,Denmark,1994,October,Young cattle,0.0,0.0,0.0
DK,Denmark,1994,September,Young cattle,0.0,0.0,0.0
DK,Denmark,1994,August,Young cattle,0.0,0.0,0.0
DK,Denmark,1994,July,Young cattle,0.0,0.0,0.0
DK,Denmark,1994,June,Young cattle,0.0,0.0,0.0
DK,Denmark,1994,May,Young cattle,0.0,0.0,0.0
DK,Denmark,1994,April,Young cattle,0.0,0.0,0.0
DK,Denmark,1994,March,Young cattle,0.0,0.0,0.0
DK,Denmark,1994,February,Young cattle,0.0,0.0,0.0
DK,Denmark,1994,January,Young cattle,0.0,0.0,0.0
DK,Denmark,1993,December,Young cattle,0.0,0.0,0.0
DK,Denmark,1993,November,Young cattle,0.0,0.0,0.0
DK,Denmark,1993,October,Young cattle,0.0,0.0,0.0
DK,Denmark,1993,September,Young cattle,0.0,0.0,0.0
DK,Denmark,1993,August,Young cattle,0.0,0.0,0.0
DK,Denmark,1993,July,Young cattle,0.0,0.0,0.0
DK,Denmark,1993,June,Young cattle,0.0,0.0,0.0
DK,Denmark,1993,May,Young cattle,0.0,0.0,0.0
DK,Denmark,1993,April,Young cattle,0.0,0.0,0.0
DK,Denmark,1993,March,Young cattle,0.0,0.0,0.0
DK,Denmark,1993,February,Young cattle,0.0,0.0,0.0
DK,Denmark,1993,January,Young cattle,0.0,0.0,0.0
DK,Denmark,1992,December,Young cattle,0.0,0.0,0.0
DK,Denmark,1992,November,Young cattle,0.0,0.0,0.0
DK,Denmark,1992,October,Young cattle,0.0,0.0,0.0
DK,Denmark,1992,September,Young cattle,0.0,0.0,0.0
DK,Denmark,1992,August,Young cattle,0.0,0.0,0.0
DK,Denmark,1992,July,Young cattle,0.0,0.0,0.0
DK,Denmark,1992,June,Young cattle,0.0,0.0,0.0
DK,Denmark,1992,May,Young cattle,0.0,0.0,0.0
DK,Denmark,1992,April,Young cattle,0.0,0.0,0.0
DK,Denmark,1992,March,Young cattle,0.0,0.0,0.0
DK,Denmark,1992,February,Young cattle,0.0,0.0,0.0
DK,Denmark,1992,January,Young cattle,0.0,0.0,0.0
DK,Denmark,1991,December,Young cattle,0.0,0.0,0.0
DK,Denmark,1991,November,Young cattle,0.0,0.0,0.0
DK,Denmark,1991,October,Young cattle,0.0,0.0,0.0
DK,Denmark,1991,September,Young cattle,0.0,0.0,0.0
DK,Denmark,1991,August,Young cattle,0.0,0.0,0.0
DK,Denmark,1991,July,Young cattle,0.0,0.0,0.0
DK,Denmark,1991,June,Young cattle,0.0,0.0,0.0
DK,Denmark,1991,May,Young cattle,0.0,0.0,0.0
DK,Denmark,1991,April,Young cattle,0.0,0.0,0.0
DK,Denmark,1991,March,Young cattle,0.0,0.0,0.0
DK,Denmark,1991,February,Young cattle,0.0,0.0,0.0
DK,Denmark,1991,January,Young cattle,0.0,0.0,0.0
DK,Denmark,1990,December,Young cattle,0.0,0.0,0.0
DK,Denmark,1990,November,Young cattle,0.0,0.0,0.0
DK,Denmark,1990,October,Young cattle,0.0,0.0,0.0
DK,Denmark,1990,September,Young cattle,0.0,0.0,0.0
DK,Denmark,1990,August,Young cattle,0.0,0.0,0.0
DK,Denmark,1990,July,Young cattle,0.0,0.0,0.0
DK,Denmark,1990,June,Young cattle,0.0,0.0,0.0
DK,Denmark,1990,May,Young cattle,0.0,0.0,0.0
DK,Denmark,1990,April,Young cattle,0.0,0.0,0.0
DK,Denmark,1990,March,Young cattle,0.0,0.0,0.0
DK,Denmark,1990,February,Young cattle,0.0,0.0,0.0
DK,Denmark,1990,January,Young cattle,0.0,0.0,0.0
EE,Estonia,2025,February,Bull,0.07,0.24,291.67
EE,Estonia,2025,January,Bull,0.07,0.26,269.23
EE,Estonia,2024,December,Bull,0.07,0.24,291.67
EE,Estonia,2024,November,Bull,0.11,0.38,289.47
EE,Estonia,2024,October,Bull,0.15,0.54,277.78
EE,Estonia,2024,September,Bull,0.1,0.37,270.27
EE,Estonia,2024,August,Bull,0.07,0.26,269.23
EE,Estonia,2024,July,Bull,0.09,0.33,272.73
EE,Estonia,2024,June,Bull,0.07,0.24,291.67
EE,Estonia,2024,May,Bull,0.09,0.32,281.25
EE,Estonia,2024,April,Bull,0.1,0.35,285.71
EE,Estonia,2024,March,Bull,0.1,0.37,270.27
EE,Estonia,2024,February,Bull,0.09,0.31,290.32
EE,Estonia,2024,January,Bull,0.08,0.32,250.0
EE,Estonia,2023,December,Bull,0.1,0.37,270.27
EE,Estonia,2023,November,Bull,0.14,0.52,269.23
EE,Estonia,2023,October,Bull,0.12,0.42,285.71
EE,Estonia,2023,September,Bull,0.11,0.41,268.29
EE,Estonia,2023,August,Bull,0.13,0.45,288.89
EE,Estonia,2023,July,Bull,0.12,0.43,279.07
EE,Estonia,2023,June,Bull,0.1,0.36,277.78
EE,Estonia,2023,May,Bull,0.12,0.44,272.73
EE,Estonia,2023,April,Bull,0.11,0.4,275.0
EE,Estonia,2023,March,Bull,0.09,0.34,264.71
EE,Estonia,2023,February,Bull,0.09,0.33,272.73
EE,Estonia,2023,January,Bull,0.12,0.44,272.73
EE,Estonia,2022,December,Bull,0.12,0.42,285.71
EE,Estonia,2022,November,Bull,0.17,0.63,269.84
EE,Estonia,2022,October,Bull,0.17,0.63,269.84
EE,Estonia,2022,September,Bull,0.19,0.68,279.41
EE,Estonia,2022,August,Bull,0.13,0.47,276.6
EE,Estonia,2022,July,Bull,0.13,0.46,282.61
EE,Estonia,2022,June,Bull,0.11,0.38,289.47
EE,Estonia,2022,May,Bull,0.17,0.61,278.69
EE,Estonia,2022,April,Bull,0.12,0.44,272.73
EE,Estonia,2022,March,Bull,0.17,0.61,278.69
EE,Estonia,2022,February,Bull,0.11,0.39,282.05
EE,Estonia,2022,January,Bull,0.12,0.43,279.07
EE,Estonia,2021,December,Bull,0.17,0.61,278.69
EE,Estonia,2021,November,Bull,0.22,0.79,278.48
EE,Estonia,2021,October,Bull,0.21,0.76,276.32
EE,Estonia,2021,September,Bull,0.21,0.77,272.73
EE,Estonia,2021,August,Bull,0.2,0.73,273.97
EE,Estonia,2021,July,Bull,0.18,0.65,276.92
EE,Estonia,2021,June,Bull,0.18,0.65,276.92
EE,Estonia,2021,May,Bull,0.17,0.63,269.84
EE,Estonia,2021,April,Bull,0.18,0.64,281.25
EE,Estonia,2021,March,Bull,0.19,0.69,275.36
EE,Estonia,2021,February,Bull,0.15,0.55,272.73
EE,Estonia,2021,January,Bull,0.16,0.59,271.19
EE,Estonia,2020,December,Bull,0.17,0.61,278.69
EE,Estonia,2020,November,Bull,0.2,0.76,263.16
EE,Estonia,2020,October,Bull,0.24,0.87,275.86
EE,Estonia,2020,September,Bull,0.22,0.8,275.0
EE,Estonia,2020,August,Bull,0.18,0.65,276.92
EE,Estonia,2020,July,Bull,0.17,0.59,288.14
EE,Estonia,2020,June,Bull,0.17,0.61,278.69
EE,Estonia,2020,May,Bull,0.14,0.5,280.0
EE,Estonia,2020,April,Bull,0.18,0.68,264.71
EE,Estonia,2020,March,Bull,0.18,0.64,281.25
EE,Estonia,2020,February,Bull,0.13,0.51,254.9
EE,Estonia,2020,January,Bull,0.19,0.67,283.58
EE,Estonia,2019,December,Bull,0.14,0.5,280.0
EE,Estonia,2019,November,Bull,0.22,0.79,278.48
EE,Estonia,2019,October,Bull,0.25,0.92,271.74
EE,Estonia,2019,September,Bull,0.23,0.87,264.37
EE,Estonia,2019,August,Bull,0.19,0.69,275.36
EE,Estonia,2019,July,Bull,0.19,0.69,275.36
EE,Estonia,2019,June,Bull,0.14,0.51,274.51
EE,Estonia,2019,May,Bull,0.17,0.64,265.63
EE,Estonia,2019,April,Bull,0.18,0.66,272.73
EE,Estonia,2019,March,Bull,0.17,0.66,257.58
EE,Estonia,2019,February,Bull,0.14,0.52,269.23
EE,Estonia,2019,January,Bull,0.19,0.72,263.89
EE,Estonia,2018,December,Bull,0.17,0.65,261.54
EE,Estonia,2018,November,Bull,0.2,0.78,256.41
EE,Estonia,2018,October,Bull,0.22,0.86,255.81
EE,Estonia,2018,September,Bull,0.21,0.84,250.0
EE,Estonia,2018,August,Bull,0.2,0.78,256.41
EE,Estonia,2018,July,Bull,0.18,0.66,272.73
EE,Estonia,2018,June,Bull,0.19,0.75,253.33
EE,Estonia,2018,May,Bull,0.17,0.63,269.84
EE,Estonia,2018,April,Bull,0.2,0.71,281.69
EE,Estonia,2018,March,Bull,0.15,0.58,258.62
EE,Estonia,2018,February,Bull,0.1,0.38,263.16
EE,Estonia,2018,January,Bull,0.17,0.64,265.63
EE,Estonia,2017,December,Bull,0.19,0.7,271.43
EE,Estonia,2017,November,Bull,0.25,0.91,274.73
EE,Estonia,2017,October,Bull,0.24,0.9,266.67
EE,Estonia,2017,September,Bull,0.23,0.84,273.81
EE,Estonia,2017,August,Bull,0.21,0.73,287.67
EE,Estonia,2017,July,Bull,0.16,0.56,285.71
EE,Estonia,2017,June,Bull,0.2,0.73,273.97
EE,Estonia,2017,May,Bull,0.19,0.68,279.41
EE,Estonia,2017,April,Bull,0.15,0.52,288.46
EE,Estonia,2017,March,Bull,0.18,0.66,272.73
EE,Estonia,2017,February,Bull,0.16,0.56,285.71
EE,Estonia,2017,January,Bull,0.16,0.57,280.7
EE,Estonia,2016,December,Bull,0.16,0.58,275.86
EE,Estonia,2016,November,Bull,0.22,0.79,278.48
EE,Estonia,2016,October,Bull,0.21,0.79,265.82
EE,Estonia,2016,September,Bull,0.24,0.9,266.67
EE,Estonia,2016,August,Bull,0.2,0.71,281.69
EE,Estonia,2016,July,Bull,0.15,0.54,277.78
EE,Estonia,2016,June,Bull,0.16,0.56,285.71
EE,Estonia,2016,May,Bull,0.22,0.79,278.48
EE,Estonia,2016,April,Bull,0.2,0.73,273.97
EE,Estonia,2016,March,Bull,0.2,0.69,289.86
EE,Estonia,2016,February,Bull,0.17,0.59,288.14
EE,Estonia,2016,January,Bull,0.17,0.62,274.19
EE,Estonia,2015,December,Bull,0.17,0.63,269.84
EE,Estonia,2015,November,Bull,0.24,0.88,272.73
EE,Estonia,2015,October,Bull,0.24,0.89,269.66
EE,Estonia,2015,September,Bull,0.22,0.82,268.29
EE,Estonia,2015,August,Bull,0.16,0.63,253.97
EE,Estonia,2015,July,Bull,0.2,0.73,273.97
EE,Estonia,2015,June,Bull,0.16,0.63,253.97
EE,Estonia,2015,May,Bull,0.19,0.74,256.76
EE,Estonia,2015,April,Bull,0.21,0.81,259.26
EE,Estonia,2015,March,Bull,0.23,0.84,273.81
EE,Estonia,2015,February,Bull,0.18,0.65,276.92
EE,Estonia,2015,January,Bull,0.22,0.78,282.05
EE,Estonia,2014,December,Bull,0.22,0.84,261.9
EE,Estonia,2014,November,Bull,0.24,0.9,266.67
EE,Estonia,2014,October,Bull,0.26,1.01,257.43
EE,Estonia,2014,September,Bull,0.23,0.91,252.75
EE,Estonia,2014,August,Bull,0.21,0.81,259.26
EE,Estonia,2014,July,Bull,0.22,0.83,265.06
EE,Estonia,2014,June,Bull,0.19,0.72,263.89
EE,Estonia,2014,May,Bull,0.2,0.79,253.16
EE,Estonia,2014,April,Bull,0.25,0.95,263.16
EE,Estonia,2014,March,Bull,0.18,0.67,268.66
EE,Estonia,2014,February,Bull,0.19,0.74,256.76
EE,Estonia,2014,January,Bull,0.19,0.74,256.76
EE,Estonia,2013,December,Bull,0.2,0.84,238.1
EE,Estonia,2013,November,Bull,0.22,0.91,241.76
EE,Estonia,2013,October,Bull,0.29,1.22,237.7
EE,Estonia,2013,September,Bull,0.21,0.89,235.96
EE,Estonia,2013,August,Bull,0.19,0.78,243.59
EE,Estonia,2013,July,Bull,0.17,0.67,253.73
EE,Estonia,2013,June,Bull,0.13,0.57,228.07
EE,Estonia,2013,May,Bull,0.15,0.63,238.1
EE,Estonia,2013,April,Bull,0.13,0.55,236.36
EE,Estonia,2013,March,Bull,0.11,0.48,229.17
EE,Estonia,2013,February,Bull,0.1,0.42,238.1
EE,Estonia,2013,January,Bull,0.11,0.46,239.13
EE,Estonia,2012,December,Bull,0.13,0.49,265.31
EE,Estonia,2012,November,Bull,0.21,0.87,241.38
EE,Estonia,2012,October,Bull,0.24,0.95,252.63
EE,Estonia,2012,September,Bull,0.18,0.73,246.58
EE,Estonia,2012,August,Bull,0.14,0.56,250.0
EE,Estonia,2012,July,Bull,0.12,0.49,244.9
EE,Estonia,2012,June,Bull,0.08,0.36,222.22
EE,Estonia,2012,May,Bull,0.17,0.71,239.44
EE,Estonia,2012,April,Bull,0.15,0.59,254.24
EE,Estonia,2012,March,Bull,0.15,0.6,250.0
EE,Estonia,2012,February,Bull,0.09,0.34,264.71
EE,Estonia,2012,January,Bull,0.09,0.39,230.77
EE,Estonia,2011,December,Bull,0.12,0.49,244.9
EE,Estonia,2011,November,Bull,0.19,0.76,250.0
EE,Estonia,2011,October,Bull,0.21,0.88,238.64
EE,Estonia,2011,September,Bull,0.19,0.76,250.0
EE,Estonia,2011,August,Bull,0.18,0.74,243.24
EE,Estonia,2011,July,Bull,0.14,0.55,254.55
EE,Estonia,2011,June,Bull,0.18,0.73,246.58
EE,Estonia,2011,May,Bull,0.2,0.84,238.1
EE,Estonia,2011,April,Bull,0.17,0.7,242.86
EE,Estonia,2011,March,Bull,0.21,0.84,250.0
EE,Estonia,2011,February,Bull,0.14,0.58,241.38
EE,Estonia,2011,January,Bull,0.14,0.55,254.55
EE,Estonia,2010,December,Bull,0.16,0.63,253.97
EE,Estonia,2010,November,Bull,0.19,0.76,250.0
EE,Estonia,2010,October,Bull,0.23,0.96,239.58
EE,Estonia,2010,September,Bull,0.27,1.15,234.78
EE,Estonia,2010,August,Bull,0.25,1.01,247.52
EE,Estonia,2010,July,Bull,0.22,0.9,244.44
EE,Estonia,2010,June,Bull,0.18,0.72,250.0
EE,Estonia,2010,May,Bull,0.21,0.89,235.96
EE,Estonia,2010,April,Bull,0.23,0.92,250.0
EE,Estonia,2010,March,Bull,0.23,0.9,255.56
EE,Estonia,2010,February,Bull,0.15,0.62,241.94
EE,Estonia,2010,January,Bull,0.17,0.69,246.38
EE,Estonia,2009,December,Bull,0.17,0.75,226.67
EE,Estonia,2009,November,Bull,0.28,1.14,245.61
EE,Estonia,2009,October,Bull,0.34,1.42,239.44
EE,Estonia,2009,September,Bull,0.31,1.28,242.19
EE,Estonia,2009,August,Bull,0.19,0.86,220.93
EE,Estonia,2009,July,Bull,0.22,0.92,239.13
EE,Estonia,2009,June,Bull,0.21,0.86,244.19
EE,Estonia,2009,May,Bull,0.2,0.83,240.96
EE,Estonia,2009,April,Bull,0.2,0.83,240.96
EE,Estonia,2009,March,Bull,0.17,0.7,242.86
EE,Estonia,2009,February,Bull,0.15,0.63,238.1
EE,Estonia,2009,January,Bull,0.18,0.75,240.0
EE,Estonia,2008,December,Bull,0.44,1.84,239.13
EE,Estonia,2008,November,Bull,0.46,2.01,228.86
EE,Estonia,2008,October,Bull,0.64,2.69,237.92
EE,Estonia,2008,September,Bull,0.5,2.16,231.48
EE,Estonia,2008,August,Bull,0.45,1.86,241.94
EE,Estonia,2008,July,Bull,0.4,1.72,232.56
EE,Estonia,2008,June,Bull,0.49,2.22,220.72
EE,Estonia,2008,May,Bull,0.64,2.73,234.43
EE,Estonia,2008,April,Bull,0.57,2.37,240.51
EE,Estonia,2008,March,Bull,0.47,2.03,231.53
EE,Estonia,2008,February,Bull,0.44,1.89,232.8
EE,Estonia,2008,January,Bull,0.47,2.02,232.67
EE,Estonia,2007,December,Bull,0.44,1.86,236.56
EE,Estonia,2007,November,Bull,0.54,2.29,235.81
EE,Estonia,2007,October,Bull,0.55,2.32,237.07
EE,Estonia,2007,September,Bull,0.42,1.83,229.51
EE,Estonia,2007,August,Bull,0.41,1.78,230.34
EE,Estonia,2007,July,Bull,0.37,1.59,232.7
EE,Estonia,2007,June,Bull,0.37,1.61,229.81
EE,Estonia,2007,May,Bull,0.58,2.51,231.08
EE,Estonia,2007,April,Bull,0.39,1.67,233.53
EE,Estonia,2007,March,Bull,0.53,2.26,234.51
EE,Estonia,2007,February,Bull,0.38,1.63,233.13
EE,Estonia,2007,January,Bull,0.46,1.94,237.11
EE,Estonia,2006,December,Bull,0.62,2.75,225.45
EE,Estonia,2006,November,Bull,0.63,2.78,226.62
EE,Estonia,2006,October,Bull,0.74,3.26,226.99
EE,Estonia,2006,September,Bull,0.52,2.35,221.28
EE,Estonia,2006,August,Bull,0.65,2.93,221.84
EE,Estonia,2006,July,Bull,0.44,2.02,217.82
EE,Estonia,2006,June,Bull,0.42,1.8,233.33
EE,Estonia,2006,May,Bull,0.47,2.02,232.67
EE,Estonia,2006,April,Bull,0.31,1.31,236.64
EE,Estonia,2006,March,Bull,0.32,1.42,225.35
EE,Estonia,2006,February,Bull,0.35,1.55,225.81
EE,Estonia,2006,January,Bull,0.36,1.61,223.6
EE,Estonia,2005,December,Bull,0.47,2.43,193.42
EE,Estonia,2005,November,Bull,0.51,2.29,222.71
EE,Estonia,2005,October,Bull,0.6,2.73,219.78
EE,Estonia,2005,September,Bull,0.56,2.74,204.38
EE,Estonia,2005,August,Bull,0.52,2.54,204.72
EE,Estonia,2005,July,Bull,0.39,1.88,207.45
EE,Estonia,2005,June,Bull,0.37,1.73,213.87
EE,Estonia,2005,May,Bull,0.39,1.83,213.11
EE,Estonia,2005,April,Bull,0.33,1.56,211.54
EE,Estonia,2005,March,Bull,0.23,1.24,185.48
EE,Estonia,2005,February,Bull,0.27,1.49,181.21
EE,Estonia,2005,January,Bull,0.39,2.11,184.83
EE,Estonia,2004,December,Bull,0.55,2.86,192.31
EE,Estonia,2004,November,Bull,0.51,2.7,188.89
EE,Estonia,2004,October,Bull,0.59,3.11,189.71
EE,Estonia,2004,September,Bull,0.74,3.87,191.21
EE,Estonia,2004,August,Bull,0.45,2.33,193.13
EE,Estonia,2004,July,Bull,0.41,2.12,193.4
EE,Estonia,2004,June,Bull,0.38,2.06,184.47
EE,Estonia,2004,May,Bull,0.39,2.09,186.6
