WeekEnd Date  ,National Prime,National Choice,National Select,National Other,Reg 1-5 Prime,Reg 1-5 Choice,Reg 1-5 Select,Reg 1-5 Other,Reg 6 Prime,Reg 6 Choice,Reg 6 Select,Reg 6 Other,Reg 7-8 Prime,Reg 7-8 Choice,Reg 7-8 Select,Reg 7-8 Other,Region 9-10 Prime,Region 9-10 Choice,Region 9-10 Select,Region 9-10 Other,Nebraska Prime,Nebraska Choice,Nebraska Select,Nebraska Other,Kansas Prime,Kansas Choice,Kansas Select,Kansas Other,Texas Prime,Texas Choice,Texas Select,Texas Other,YG 1,YG 2,YG 3,YG 4,YG 5,YG 1-5,No YG,% Fed Cattle YG,Upper 2/3 Choice,Schedule GLA,Class Total Reg 1-5,Steer Reg 1-5,Heifer Reg 1-5,Dairy Cow Reg 1-5,Other Cow Reg 1-5,Bulls Reg 1-5,Class Total Reg 6,Steer Reg 6,Heifer Reg 6,Dairy Cow Reg 6,Other Cow Reg 6,Bulls Reg 6,Class Total Reg 7-8,Steer Reg 7-8,Heifer Reg 7-8,Dairy Cow Reg 7-8,Other Cow Reg 7-8,Bulls Reg 7-8,Class Total Reg 9-10,Steer Reg 9-10,Heifer Reg 9-10,Dairy Cow Reg 9-10,Other Cow Reg 9-10,Bulls Reg 9-10,Total %,Total Steer %,Total Heifer %,Total Dairy Cow %,Total Other Cow %,Total Bulls %,Total Head,Total Steer Head,Total Heifer Head,Total Dairy Cow Head,Total Other Cow Head,Total Bull Head
1/2/2015,4.67%,69.03%,21.48%,4.81%,10.07%,70.15%,12.00%,7.78%,1.59%,63.31%,32.03%,3.07%,4.40%,69.07%,21.64%,4.89%,5.91%,79.48%,11.03%,3.57%,6.03%,70.07%,16.32%,7.58%,2.33%,67.23%,28.00%,2.45%,1.49%,63.65%,32.16%,2.69%,,,,,,,,,25.24%,62.06%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/9/2015,4.75%,69.00%,21.18%,5.07%,10.55%,69.30%,12.02%,8.13%,1.42%,61.80%,33.39%,3.38%,4.57%,69.83%,20.28%,5.31%,6.85%,78.63%,11.52%,3.00%,5.67%,70.42%,15.54%,8.37%,2.76%,69.54%,25.20%,2.49%,1.35%,62.11%,33.48%,3.05%,,,,,,,,,25.50%,62.23%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/16/2015,5.15%,68.76%,20.89%,5.19%,11.91%,67.03%,12.74%,8.32%,1.85%,63.12%,31.70%,3.33%,4.78%,69.74%,20.15%,5.34%,7.29%,76.72%,11.86%,4.13%,6.32%,68.86%,15.94%,8.88%,2.93%,69.39%,25.24%,2.44%,1.77%,63.39%,31.76%,3.08%,,,,,,,,,26.75%,62.31%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/23/2015,4.87%,68.17%,21.67%,5.29%,10.89%,66.54%,12.93%,9.64%,1.75%,61.78%,32.95%,3.52%,4.57%,69.24%,20.90%,5.30%,7.31%,76.95%,12.13%,3.61%,6.31%,68.66%,16.23%,8.80%,2.56%,69.75%,25.36%,2.33%,1.74%,62.00%,33.03%,3.23%,,,,,,,,,26.50%,64.27%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/30/2015,4.58%,68.84%,21.03%,5.56%,10.55%,66.80%,11.82%,10.82%,1.83%,61.99%,32.50%,3.68%,4.28%,70.21%,20.07%,5.44%,6.29%,76.44%,12.99%,4.27%,5.59%,70.61%,15.70%,8.10%,2.86%,71.16%,23.41%,2.57%,1.78%,62.28%,32.54%,3.40%,,,,,,,,,25.65%,60.75%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/6/2015,4.60%,69.50%,20.28%,5.62%,10.11%,68.02%,11.97%,9.89%,1.99%,62.53%,31.11%,4.36%,4.25%,71.10%,19.15%,5.50%,7.11%,74.90%,13.60%,4.40%,5.54%,70.74%,15.02%,8.69%,2.82%,72.60%,22.33%,2.26%,1.89%,62.88%,31.21%,4.02%,,,,,,,,,25.68%,62.74%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/13/2015,5.08%,70.07%,19.16%,5.70%,10.66%,66.48%,12.55%,10.31%,1.98%,63.17%,31.33%,3.52%,4.79%,71.85%,17.64%,5.72%,7.43%,75.14%,13.08%,4.35%,6.06%,70.98%,15.11%,7.85%,3.09%,73.79%,20.27%,2.85%,1.86%,63.48%,31.43%,3.23%,,,,,,,,,27.22%,63.25%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/20/2015,4.84%,69.64%,19.24%,6.28%,10.16%,67.67%,11.92%,10.25%,1.77%,61.96%,32.86%,3.40%,4.56%,71.62%,17.23%,6.60%,7.84%,73.88%,13.31%,4.97%,5.71%,70.97%,13.71%,9.61%,2.98%,73.41%,20.01%,3.60%,1.66%,62.32%,32.96%,3.07%,,,,,,,,,25.44%,61.07%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/27/2015,4.75%,70.65%,18.84%,5.76%,9.89%,67.27%,12.98%,9.86%,1.97%,65.49%,29.86%,2.68%,4.50%,71.85%,17.49%,6.15%,6.11%,77.71%,12.64%,3.54%,5.68%,70.32%,14.70%,9.30%,2.97%,74.70%,19.69%,2.65%,1.85%,65.63%,29.91%,2.61%,,,,,,,,,26.86%,61.04%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/6/2015,4.62%,69.53%,19.02%,6.83%,9.47%,68.48%,13.01%,9.04%,2.11%,65.18%,29.77%,2.94%,4.41%,70.34%,17.44%,7.81%,6.48%,74.44%,14.41%,4.66%,5.15%,69.98%,15.16%,9.71%,2.84%,70.85%,20.38%,5.93%,2.03%,65.45%,29.84%,2.67%,,,,,,,,,27.21%,63.79%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/13/2015,5.13%,70.35%,18.51%,6.02%,11.24%,67.92%,11.29%,9.55%,1.82%,63.12%,31.59%,3.47%,4.93%,72.21%,16.60%,6.26%,6.56%,74.12%,14.20%,5.11%,6.50%,71.48%,12.51%,9.51%,3.26%,73.30%,20.61%,2.83%,1.76%,63.43%,31.72%,3.09%,,,,,,,,,26.73%,59.93%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/20/2015,4.99%,69.34%,19.25%,6.41%,10.72%,66.84%,12.37%,10.07%,2.09%,64.05%,30.14%,3.72%,4.59%,70.49%,18.31%,6.61%,7.19%,73.54%,13.79%,5.47%,5.46%,69.68%,15.31%,9.55%,3.36%,71.91%,21.53%,3.20%,1.99%,64.43%,30.34%,3.24%,,,,,,,,,26.99%,60.90%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/27/2015,5.48%,69.77%,18.87%,5.89%,11.31%,67.58%,11.86%,9.25%,2.67%,65.23%,28.43%,3.67%,4.90%,70.94%,18.16%,6.00%,9.39%,73.49%,11.49%,5.63%,6.12%,70.39%,14.22%,9.27%,3.72%,72.63%,21.11%,2.54%,2.61%,65.45%,28.54%,3.40%,,,,,,,,,25.87%,60.35%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2015,5.34%,69.40%,18.93%,6.32%,11.87%,68.82%,11.51%,7.81%,2.43%,63.57%,30.02%,3.99%,5.11%,70.68%,17.27%,6.95%,6.54%,74.30%,14.53%,4.63%,6.14%,69.51%,14.20%,10.15%,3.69%,73.05%,19.31%,3.95%,2.32%,63.76%,30.18%,3.74%,,,,,,,,,25.47%,61.77%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/10/2015,5.33%,69.26%,19.23%,6.18%,10.89%,68.01%,11.99%,9.12%,2.49%,64.22%,28.59%,4.69%,5.14%,70.13%,18.34%,6.39%,6.34%,75.39%,14.29%,3.98%,6.25%,68.56%,15.14%,10.05%,3.67%,72.27%,21.21%,2.85%,2.46%,64.54%,28.67%,4.33%,,,,,,,,,27.31%,58.44%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/17/2015,5.11%,68.73%,20.23%,5.93%,11.34%,68.38%,11.07%,9.21%,2.62%,62.48%,30.29%,4.61%,4.85%,70.07%,19.17%,5.92%,5.49%,73.62%,15.86%,5.03%,5.66%,70.15%,16.05%,8.14%,3.43%,72.53%,21.44%,2.60%,2.51%,62.86%,30.41%,4.22%,,,,,,,,,26.77%,61.06%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/2015,4.78%,68.81%,20.39%,6.02%,11.19%,67.56%,12.20%,9.04%,2.49%,64.31%,29.04%,4.16%,4.36%,69.49%,19.85%,6.30%,6.16%,75.95%,13.37%,4.52%,5.42%,67.69%,16.57%,10.32%,3.19%,72.29%,21.84%,2.68%,2.43%,64.52%,29.17%,3.88%,,,,,,,,,27.14%,60.03%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/1/2015,4.74%,68.51%,21.60%,5.15%,10.79%,67.72%,13.08%,8.42%,2.66%,63.67%,29.85%,3.82%,4.19%,69.32%,21.34%,5.16%,6.96%,74.61%,14.70%,3.73%,5.14%,68.72%,18.30%,7.84%,2.90%,71.89%,22.89%,2.32%,2.50%,64.01%,29.95%,3.55%,,,,,,,,,25.06%,60.61%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/8/2015,4.90%,68.67%,21.48%,4.94%,10.28%,69.55%,11.69%,8.48%,2.93%,64.69%,28.40%,3.99%,4.49%,69.31%,21.48%,4.72%,6.64%,72.25%,16.38%,4.73%,4.77%,67.88%,20.00%,7.35%,4.14%,71.44%,22.56%,1.87%,2.84%,64.91%,28.42%,3.83%,,,,,,,,,25.63%,62.53%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/16/2015,4.71%,67.75%,21.88%,5.66%,10.65%,68.49%,12.54%,8.32%,2.62%,60.50%,29.27%,7.61%,4.10%,68.82%,22.07%,5.01%,7.98%,76.19%,13.02%,2.81%,4.83%,67.90%,19.67%,7.59%,3.42%,71.60%,22.42%,2.56%,2.50%,60.66%,29.34%,7.50%,,,,,,,,,25.74%,59.94%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/22/2015,4.47%,68.39%,22.00%,5.14%,11.90%,67.37%,10.87%,9.86%,2.66%,63.82%,29.80%,3.73%,3.76%,69.26%,22.18%,4.80%,6.85%,72.95%,13.88%,6.32%,4.46%,67.68%,20.23%,7.62%,3.19%,73.33%,21.28%,2.20%,2.61%,64.11%,29.71%,3.58%,,,,,,,,,26.25%,61.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/29/2015,4.17%,69.23%,22.33%,4.27%,10.53%,70.32%,11.50%,7.65%,2.97%,64.80%,28.56%,3.67%,3.48%,69.75%,22.82%,3.95%,6.03%,74.45%,14.76%,4.76%,3.85%,68.08%,21.91%,6.16%,3.07%,72.78%,22.18%,1.97%,2.92%,65.04%,28.64%,3.41%,,,,,,,,,26.46%,61.71%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/5/2015,4.31%,68.72%,22.48%,4.49%,11.15%,70.88%,10.60%,7.37%,2.69%,61.99%,30.62%,4.70%,3.44%,69.51%,22.94%,4.11%,7.10%,76.09%,13.45%,3.36%,3.86%,68.62%,21.30%,6.22%,3.06%,72.13%,22.61%,2.20%,2.58%,62.23%,30.70%,4.48%,,,,,,,,,26.91%,60.88%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/12/2015,4.72%,70.27%,20.90%,4.11%,11.95%,69.52%,11.02%,7.50%,2.57%,64.93%,28.43%,4.07%,3.96%,71.35%,20.98%,3.72%,7.75%,75.56%,13.30%,3.39%,4.76%,71.94%,18.14%,5.16%,3.32%,73.30%,21.02%,2.36%,2.51%,65.11%,28.47%,3.91%,,,,,,,,,27.03%,62.21%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/19/2015,4.42%,69.37%,21.86%,4.36%,10.46%,68.94%,11.95%,8.66%,2.83%,62.53%,29.43%,5.21%,3.65%,70.95%,21.81%,3.59%,7.32%,73.38%,16.05%,3.25%,4.30%,71.84%,19.09%,4.77%,3.10%,73.29%,21.28%,2.33%,2.76%,62.76%,29.42%,5.07%,,,,,,,,,26.95%,61.80%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/26/2015,4.44%,70.20%,20.98%,4.38%,11.20%,69.28%,12.08%,7.44%,2.56%,62.49%,29.73%,5.22%,3.65%,71.96%,20.74%,3.66%,7.24%,74.86%,13.23%,4.66%,4.31%,73.27%,17.13%,5.29%,2.84%,73.13%,21.59%,2.44%,2.51%,62.67%,29.80%,5.03%,,,,,,,,,27.84%,62.19%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/3/2015,4.51%,69.86%,21.53%,4.09%,10.60%,69.24%,12.41%,7.76%,2.90%,61.06%,31.04%,4.99%,3.66%,72.03%,21.08%,3.23%,7.37%,73.39%,14.95%,4.29%,4.49%,74.83%,16.69%,4.00%,2.98%,72.27%,22.36%,2.40%,2.83%,61.19%,31.16%,4.82%,,,,,,,,,28.02%,62.66%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/10/2015,4.37%,70.29%,20.91%,4.43%,9.46%,70.77%,12.28%,7.49%,2.55%,62.67%,30.07%,4.71%,3.89%,72.17%,20.17%,3.76%,6.78%,72.01%,15.38%,5.84%,4.56%,73.99%,16.24%,5.20%,3.42%,72.35%,21.62%,2.60%,2.50%,62.95%,30.29%,4.27%,,,,,,,,,28.33%,63.57%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/17/2015,4.67%,70.46%,20.70%,4.17%,9.90%,71.32%,11.77%,7.01%,2.48%,60.67%,32.64%,4.22%,4.14%,72.61%,19.54%,3.71%,7.64%,74.34%,13.73%,4.29%,5.05%,74.59%,15.27%,5.08%,3.05%,72.72%,21.85%,2.37%,2.39%,60.72%,32.80%,4.10%,,,,,,,,,28.76%,63.84%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/24/2015,4.59%,70.18%,21.11%,4.12%,11.45%,69.87%,10.83%,7.84%,1.95%,59.06%,34.00%,4.98%,4.07%,72.94%,19.65%,3.34%,7.23%,73.35%,15.14%,4.28%,5.28%,74.24%,15.96%,4.52%,2.79%,73.79%,21.31%,2.12%,1.93%,59.15%,34.09%,4.83%,,,,,,,,,28.76%,61.52%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/31/2015,4.46%,70.24%,21.12%,4.18%,9.81%,71.24%,12.51%,6.44%,2.23%,62.21%,31.12%,4.43%,3.91%,72.38%,20.02%,3.69%,8.31%,71.09%,15.66%,4.95%,4.34%,74.46%,16.72%,4.49%,3.09%,73.42%,20.89%,2.61%,2.09%,62.35%,31.22%,4.35%,,,,,,,,,27.40%,60.28%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/7/2015,4.50%,70.42%,20.26%,4.82%,10.84%,70.67%,12.13%,6.35%,2.38%,62.34%,30.32%,4.97%,3.84%,72.50%,19.38%,4.27%,7.55%,70.89%,15.08%,6.48%,4.38%,74.45%,16.36%,4.81%,3.12%,73.61%,19.33%,3.93%,2.30%,62.50%,30.37%,4.83%,,,,,,,,,28.59%,62.71%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/14/2015,4.73%,70.08%,20.26%,4.93%,11.34%,68.13%,12.57%,7.96%,2.04%,63.54%,29.45%,4.97%,4.15%,71.77%,19.55%,4.53%,8.33%,73.30%,13.81%,4.56%,4.55%,72.70%,16.34%,6.41%,3.46%,72.94%,20.54%,3.06%,2.00%,63.56%,29.59%,4.84%,,,,,,,,,28.24%,62.52%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/21/2015,4.91%,70.56%,19.53%,5.00%,10.65%,69.38%,11.35%,8.61%,2.15%,63.82%,28.74%,5.29%,4.49%,72.21%,18.86%,4.45%,8.22%,73.81%,13.28%,4.69%,4.72%,74.00%,15.78%,5.51%,3.70%,73.17%,19.83%,3.29%,2.08%,64.05%,28.80%,5.07%,,,,,,,,,28.84%,62.38%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/29/2015,4.97%,69.75%,20.06%,5.22%,12.20%,67.83%,11.34%,8.63%,1.97%,60.37%,31.95%,5.71%,4.46%,72.22%,18.64%,4.68%,7.96%,73.23%,14.32%,4.49%,5.12%,73.16%,15.54%,6.17%,3.50%,73.21%,19.74%,3.56%,1.91%,60.45%,32.14%,5.50%,,,,,,,,,28.31%,64.28%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/4/2015,5.02%,69.08%,20.62%,5.29%,12.13%,68.38%,11.14%,8.35%,1.82%,59.88%,32.19%,6.11%,4.60%,71.44%,19.31%,4.65%,7.78%,71.27%,15.83%,5.12%,4.90%,72.10%,17.37%,5.63%,3.94%,72.45%,19.88%,3.73%,1.74%,59.97%,32.31%,5.98%,,,,,,,,,27.99%,63.08%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/11/2015,4.94%,69.17%,20.86%,5.02%,11.66%,68.55%,11.55%,8.24%,2.00%,60.99%,32.45%,4.57%,4.58%,71.38%,19.28%,4.77%,7.12%,72.36%,16.27%,4.25%,5.05%,72.83%,16.70%,5.42%,3.63%,71.82%,20.75%,3.80%,1.89%,61.21%,32.64%,4.25%,,,,,,,,,28.09%,63.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/18/2015,5.29%,68.58%,20.49%,5.64%,12.61%,68.13%,10.98%,8.28%,1.84%,59.41%,32.65%,6.09%,4.91%,70.81%,19.00%,5.28%,8.24%,72.69%,15.00%,4.07%,5.18%,71.72%,16.39%,6.72%,4.30%,71.08%,20.65%,3.98%,1.80%,59.42%,32.86%,5.92%,,,,,,,,,27.58%,63.69%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/25/2015,5.50%,69.07%,20.13%,5.30%,12.49%,67.82%,11.93%,7.76%,1.75%,61.88%,31.02%,5.35%,5.24%,70.92%,18.85%,4.99%,8.09%,72.25%,14.99%,4.68%,5.63%,72.05%,16.31%,6.01%,4.36%,71.29%,20.24%,4.11%,1.65%,61.99%,31.23%,5.12%,,,,,,,,,27.68%,63.04%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/2/2015,5.77%,68.36%,20.43%,5.44%,12.89%,66.48%,10.93%,9.69%,1.99%,59.33%,32.92%,5.76%,5.66%,70.67%,18.92%,4.76%,7.78%,72.91%,13.68%,5.63%,6.23%,73.37%,15.06%,5.33%,4.84%,70.58%,20.74%,3.83%,1.83%,59.52%,33.15%,5.50%,,,,,,,,,27.91%,62.36%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/9/2015,5.18%,68.09%,21.21%,5.53%,12.07%,67.38%,12.45%,8.10%,1.58%,59.57%,35.14%,3.71%,5.13%,70.26%,18.88%,5.73%,6.70%,71.82%,16.12%,5.36%,5.31%,72.36%,16.17%,6.16%,4.66%,70.69%,19.93%,4.71%,1.39%,59.64%,35.51%,3.47%,,,,,,,,,26.57%,61.76%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2015,5.67%,68.75%,20.79%,4.80%,12.87%,67.58%,12.12%,7.43%,1.72%,60.30%,32.93%,5.05%,5.81%,70.92%,18.93%,4.34%,5.94%,72.44%,16.47%,5.15%,6.06%,71.71%,16.57%,5.66%,5.27%,71.55%,20.33%,2.86%,1.60%,60.49%,33.14%,4.77%,,,,,,,,,26.54%,63.48%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/23/2015,5.82%,67.90%,21.36%,4.93%,12.34%,68.03%,12.95%,6.68%,1.37%,57.85%,34.95%,5.83%,5.94%,69.86%,19.66%,4.54%,7.49%,73.96%,14.37%,4.19%,6.47%,71.47%,16.34%,5.72%,4.85%,69.58%,22.43%,3.15%,1.23%,57.78%,35.32%,5.67%,,,,,,,,,27.08%,61.07%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/30/2015,6.03%,67.68%,20.98%,5.31%,13.05%,68.18%,11.78%,6.98%,1.34%,58.48%,34.91%,5.26%,6.05%,69.70%,19.18%,5.06%,7.71%,69.86%,16.90%,5.53%,6.85%,70.41%,16.02%,6.72%,5.03%,70.73%,20.99%,3.25%,1.18%,58.71%,35.04%,5.07%,,,,,,,,,26.95%,61.42%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/6/2015,6.47%,67.85%,20.33%,5.35%,13.29%,67.57%,11.00%,8.14%,1.59%,59.07%,33.78%,5.55%,6.78%,69.77%,18.52%,4.94%,7.79%,73.26%,13.78%,5.18%,7.71%,70.90%,14.74%,6.66%,5.57%,70.53%,20.82%,3.08%,1.46%,59.20%,34.07%,5.28%,,,,,,,,,27.04%,60.04%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/13/2015,6.64%,67.33%,19.71%,6.31%,12.43%,65.44%,11.47%,10.66%,1.50%,60.57%,32.95%,4.99%,7.08%,69.19%,17.64%,6.08%,7.54%,69.64%,17.01%,5.81%,8.53%,71.63%,13.33%,6.51%,5.70%,70.01%,20.86%,3.43%,1.39%,60.72%,33.24%,4.65%,,,,,,,,,25.47%,60.55%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/20/2015,6.69%,67.60%,20.17%,5.54%,13.99%,66.43%,11.84%,7.73%,1.43%,59.38%,34.66%,4.53%,7.22%,69.57%,17.71%,5.50%,5.50%,71.68%,17.36%,5.46%,7.96%,70.62%,13.50%,7.91%,5.88%,71.19%,19.91%,3.03%,1.33%,59.40%,35.02%,4.25%,,,,,,,,,26.30%,61.72%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/27/2015,6.35%,69.33%,19.24%,5.08%,12.97%,67.22%,11.98%,7.83%,1.41%,61.20%,32.52%,4.87%,6.51%,71.03%,17.72%,4.75%,7.36%,74.84%,12.85%,4.94%,7.33%,70.97%,15.30%,6.39%,5.53%,73.31%,18.17%,3.00%,1.22%,61.34%,32.73%,4.70%,,,,,,,,,26.81%,60.44%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/4/2015,6.23%,68.60%,19.72%,5.45%,13.88%,67.91%,11.17%,7.05%,1.34%,59.85%,34.54%,4.27%,6.24%,70.78%,17.36%,5.62%,8.25%,72.22%,14.62%,4.90%,7.17%,71.58%,13.76%,7.50%,4.63%,72.10%,19.67%,3.60%,1.29%,59.80%,34.86%,4.05%,,,,,,,,,25.57%,59.86%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/11/2015,6.41%,67.76%,20.31%,5.53%,14.96%,66.42%,11.36%,7.26%,1.53%,60.93%,33.44%,4.10%,6.41%,69.27%,18.53%,5.79%,8.02%,72.70%,14.62%,4.65%,7.39%,69.44%,14.82%,8.35%,5.08%,70.70%,20.79%,3.42%,1.49%,60.94%,33.73%,3.84%,,,,,,,,,25.72%,58.41%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/18/2015,5.97%,67.63%,20.07%,6.33%,12.72%,67.29%,11.99%,8.00%,1.41%,60.99%,33.50%,4.10%,6.08%,69.53%,18.18%,6.21%,7.78%,66.74%,14.74%,10.74%,7.21%,69.24%,14.61%,8.94%,4.49%,71.66%,20.31%,3.53%,1.35%,61.13%,33.69%,3.83%,,,,,,,,,24.53%,58.46%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/25/2015,6.23%,68.52%,19.63%,5.62%,13.09%,68.47%,11.16%,7.28%,1.58%,61.71%,32.83%,3.88%,6.40%,70.29%,17.52%,5.79%,8.66%,71.24%,13.39%,6.71%,7.93%,68.11%,14.75%,9.21%,4.61%,73.65%,18.95%,2.80%,1.56%,61.90%,32.97%,3.56%,,,,,,,,,24.86%,60.71%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/2016,5.65%,69.93%,19.29%,5.14%,13.08%,70.23%,10.91%,5.78%,1.37%,62.28%,32.44%,3.91%,5.26%,71.52%,17.95%,5.28%,8.12%,70.75%,15.56%,5.57%,7.30%,70.00%,14.44%,8.26%,3.40%,74.05%,19.89%,2.65%,1.25%,62.37%,32.55%,3.83%,,,,,,,,,26.49%,59.49%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2016,6.09%,70.07%,18.55%,5.29%,14.58%,68.32%,10.30%,6.80%,1.39%,61.52%,32.69%,4.39%,5.55%,72.51%,16.49%,5.45%,9.57%,71.13%,15.37%,3.92%,7.04%,71.39%,13.47%,8.11%,4.03%,75.28%,18.08%,2.61%,1.34%,61.69%,32.94%,4.03%,,,,,,,,,26.63%,59.49%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/15/2016,6.03%,68.88%,18.90%,6.18%,14.55%,68.01%,10.59%,6.85%,1.39%,59.96%,34.03%,4.61%,5.70%,71.07%,16.63%,6.60%,8.94%,70.41%,15.59%,5.07%,6.86%,68.30%,14.07%,10.76%,4.62%,75.28%,17.43%,2.67%,1.31%,60.28%,34.30%,4.11%,,,,,,,,,27.01%,62.10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/22/2016,5.65%,69.07%,19.65%,5.63%,13.80%,68.48%,12.09%,5.63%,1.46%,60.71%,33.65%,4.18%,5.41%,71.13%,17.52%,5.94%,7.38%,71.02%,15.28%,6.33%,6.63%,68.05%,15.75%,9.57%,3.87%,75.45%,18.10%,2.58%,1.35%,60.95%,33.99%,3.71%,,,,,,,,,26.62%,61.76%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/29/2016,5.70%,69.81%,18.67%,5.82%,13.87%,66.57%,12.00%,7.55%,1.54%,63.26%,30.97%,4.22%,5.28%,71.55%,17.11%,6.06%,8.18%,73.19%,13.62%,5.02%,6.35%,69.31%,14.74%,9.59%,3.89%,74.98%,18.55%,2.57%,1.43%,63.47%,31.25%,3.84%,,,,,,,,,27.15%,63.59%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/5/2016,5.67%,70.72%,18.32%,5.30%,12.94%,68.29%,11.09%,7.68%,1.71%,63.47%,30.55%,4.26%,5.13%,72.78%,16.82%,5.27%,9.42%,73.55%,12.38%,4.65%,5.87%,71.76%,13.97%,8.40%,3.77%,75.65%,18.03%,2.56%,1.56%,63.77%,30.88%,3.79%,,,,,,,,,27.96%,58.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2016,5.95%,71.66%,16.93%,5.46%,14.03%,68.49%,10.82%,6.66%,1.56%,62.31%,32.05%,4.08%,5.38%,74.29%,14.58%,5.75%,10.04%,72.68%,13.02%,4.26%,6.22%,72.13%,13.04%,8.61%,4.46%,78.02%,14.94%,2.57%,1.49%,62.57%,32.11%,3.83%,,,,,,,,,28.77%,63.51%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
