State,Animal,Gender,Slaughtered_Animals,Date
MA,Bovino,Male,27330,2011-05-01
MG,Peru,Male,551778,2011-05-01
MG,"Suino Tipo Banha,",Male,4071,2011-05-01
MT,Vaca,Male,13178,2011-05-01
PR,Coelha,Male,1190,2011-05-01
PR,Porco Matrizeiro,Male,2,2011-05-01
PR,"Suino Tipo Banha,",Male,789,2011-05-01
SC,Codorna,Male,531068,2011-05-01
SC,Pato,Male,113095,2011-05-01
SC,Porca Matrizeira,Male,11007,2011-05-01
SP,Ovino,Male,1637,2011-05-01
GO,Bufala,Male,39,2012-05-01
GO,Vaca,Male,17561,2012-05-01
MG,Leitoa,Male,8,2012-05-01
MT,Galo,Male,5526,2012-05-01
MT,Muar,Male,6,2012-05-01
SC,Peru,Male,1082556,2012-05-01
SC,Porca Matrizeira,Male,11181,2012-05-01
SP,Coelho,Male,1770,2012-05-01
MG,Touro/Touruno,Male,8,2013-05-01
MT,Galinha,Male,519279,2013-05-01
PR,Porco Matrizeiro,Male,1,2013-05-01
RO,Novilhona,Male,78,2013-05-01
SC,Bufalo,Male,1,2013-05-01
SC,Novilha Precoce,Male,310,2013-05-01
SC,Porco Nao Classificado,Male,100220,2013-05-01
SP,Novilho Intermediario,Male,2010,2013-05-01
AM,Touro/Touruno,Male,90,2014-05-01
MG,Touro/Touruno,Male,5,2014-05-01
MT,Galinha,Male,520001,2014-05-01
MT,Novilho Precoce,Male,1266,2014-05-01
PI,Bovino,Male,29,2014-05-01
PR,Novilhao,Male,2300,2014-05-01
RS,Javali,Male,30,2014-05-01
SC,Porca Matrizeira,Male,10745,2014-05-01
SC,Porco Nao Classificado,Male,99321,2014-05-01
SC,Suino,Male,289810,2014-05-01
SP,Coelho,Male,580,2014-05-01
SP,Frango,Male,41797072,2014-05-01
SP,Vaca,Male,2777,2014-05-01
TO,Bovino,Male,55925,2014-05-01
AM,Bovino,Male,2039,2015-05-01
BA,Cordeiro,Male,492,2015-05-01
MG,Vitelo,Male,2288,2015-05-01
MS,Novilhona,Male,303,2015-05-01
MT,Porco Matrizeiro,Male,6,2015-05-01
PE,Galeto,Male,1614396,2015-05-01
RS,Ovino,Male,1370,2015-05-01
SP,Bubalino Jovem,Male,19,2015-05-01
TO,Novilho Intermediario,Male,70,2015-05-01
DF,Frango Especial,Male,2000,2016-05-01
GO,Galinha,Male,242897,2016-05-01
MG,Bufalo,Male,13,2016-05-01
MG,Coelho,Male,80,2016-05-01
MS,Novilho Precoce,Male,151,2016-05-01
MT,Novilha Intermediaria,Male,1,2016-05-01
RS,Bufala,Male,131,2016-05-01
SP,Novilha Intermediaria,Male,1801,2016-05-01
CE,Frango,Male,663526,2017-05-01
ES,Frango,Male,3071518,2017-05-01
MA,Frango,Male,16408,2017-05-01
MG,Porca Matrizeira,Male,3879,2017-05-01
PI,Asinino,Male,62,2017-05-01
PR,Coelho,Male,150,2017-05-01
PR,Porco Nao Classificado,Male,135,2017-05-01
SE,Suino,Male,71,2017-05-01
SP,Novilha Intermediaria,Male,2358,2017-05-01
MG,Ovino,Male,411,2018-05-01
MT,Touro/Touruno,Male,616,2018-05-01
PR,Galo,Male,41714,2018-05-01
RS,Porco Matrizeiro,Male,1,2018-05-01
SC,Leitao,Male,1185,2018-05-01
SC,Novilha Precoce,Male,385,2018-05-01
SP,Ovelha,Male,11,2018-05-01
MS,Bovino,Male,175068,2019-05-01
MT,Touro/Touruno,Male,353,2019-05-01
PA,Novilho Intermediario,Male,28,2019-05-01
SP,Galinha De Postura,Male,390516,2019-05-01
MA,Bovino,Male,26107,2020-05-01
MS,Ovino,Male,55,2020-05-01
MT,Bovino,Male,219887,2020-05-01
PI,Galinha,Male,8336,2020-05-01
RS,Novilha Intermediaria,Male,579,2020-05-01
SC,Porco Matrizeiro,Male,350,2020-05-01
SP,Porca Matrizeira,Male,957,2020-05-01
SP,Tilápia,Male,286683,2020-05-01
TO,Bovino,Male,67132,2020-05-01
MT,Frango,Male,6358070,2021-05-01
PR,Suíno,Male,376056,2021-05-01
RJ,Bovino,Male,2237,2021-05-01
SP,Suíno,Male,83744,2021-05-01
DF,Bubalino,Male,22,2022-05-01
PE,Aves,Male,4041862,2022-05-01
SC,"Tilápia, Tilápia-do-Nilo",Male,5090,2022-05-01
MG,Peixe,Male,99800,2023-05-01
PR,Bovino,Male,45444,2024-05-01
RJ,Bovino,Male,1525,2024-05-01
RR,Bovino,Male,2755,2024-05-01
RS,Peru,Male,180302,2024-05-01
SC,Peru,Male,353401,2024-05-01
MT,Novilhona,Male,26716,2002-06-01
BA,Vaca,Male,62,2003-06-01
GO,Peru,Male,8954,2003-06-01
MG,Novilha Intermediaria,Male,200,2003-06-01
PE,Frango,Male,123758,2003-06-01
PR,Equino,Male,917,2003-06-01
RS,Bufala,Male,49,2003-06-01
RS,Cordeiro,Male,300,2003-06-01
RS,Ovino,Male,722,2003-06-01
RS,"Suino Tipo Carne,",Male,22574,2003-06-01
SC,Galinha,Male,99785,2003-06-01
SC,Galinha Dangola,Male,2875,2003-06-01
SC,Marreco,Male,7701,2003-06-01
MG,"Suino Tipo Carne,",Male,26351,2004-06-01
MS,Muar,Male,20,2004-06-01
RJ,Muar,Male,3,2004-06-01
RO,Bovino,Male,5365,2004-06-01
RS,Bovino,Male,23742,2004-06-01
RS,Touro/Touruno,Male,80,2004-06-01
SC,Bufalo,Male,5,2004-06-01
SC,Galinha Dangola,Male,900,2004-06-01
SP,Equino,Male,1390,2004-06-01
SP,Vitelo,Male,163,2004-06-01
MT,Bovino,Male,119488,2005-06-01
PA,Bovino,Male,94660,2005-06-01
PR,Galinha,Male,227982,2005-06-01
RJ,Muar,Male,3,2005-06-01
RS,Novilha Precoce,Male,1917,2005-06-01
RS,Suino,Male,177989,2005-06-01
TO,Frango,Male,13621,2005-06-01
PR,Galo,Male,299,2006-06-01
SC,Novilhao,Male,624,2006-06-01
SP,Vitelo,Male,40,2006-06-01
MG,Galeto,Male,29640,2007-06-01
MG,"Suino Tipo Banha,",Male,1242,2007-06-01
PR,Asinino,Male,1,2007-06-01
RS,Porco Matrizeiro,Male,19,2007-06-01
RS,Vaca,Male,2813,2007-06-01
SC,Peru,Male,817597,2007-06-01
SP,Equino,Male,597,2007-06-01
GO,Vaca,Male,11905,2008-06-01
MT,Novilhona,Male,40671,2008-06-01
MT,Suino,Male,14519,2008-06-01
PR,Bufala,Male,69,2008-06-01
PR,Novilhona,Male,306,2008-06-01
PR,Porco Nao Classificado,Male,1143,2008-06-01
RS,Vaca,Male,2286,2008-06-01
SP,Ovino,Male,315,2008-06-01
SP,Porco Matrizeiro,Male,182,2008-06-01
TO,Vaca,Male,20,2008-06-01
MG,Vitelo,Male,135,2009-06-01
MS,Porca Matrizeira,Male,919,2009-06-01
PR,Novilho Intermediario,Male,146,2009-06-01
RR,Porco Nao Classificado,Male,19,2009-06-01
RS,Galo,Male,12838,2009-06-01
SC,Galinha Dangola,Male,3338,2009-06-01
SC,Novilhao,Male,745,2009-06-01
SC,Porca Matrizeira,Male,10155,2009-06-01
SC,Porco Matrizeiro,Male,225,2009-06-01
MG,Novilha Precoce,Male,1073,2010-06-01
MS,Bovino,Male,227792,2010-06-01
MT,Vaca,Male,15319,2010-06-01
RO,Bovino,Male,24409,2010-06-01
RS,Nonato,Male,1,2010-06-01
RS,Peru,Male,405997,2010-06-01
BA,Cabrito,Male,55,2011-06-01
GO,Vaca,Male,4672,2011-06-01
MG,Suino,Male,71025,2011-06-01
MG,Vitelo,Male,763,2011-06-01
MS,Avestruz,Male,140,2011-06-01
PE,Galeto,Male,446130,2011-06-01
RS,Ovino,Male,1972,2011-06-01
SP,Novilha Intermediaria,Male,1634,2011-06-01
MG,Bufala,Male,30,2012-06-01
MG,Novilho Intermediario,Male,2,2012-06-01
MS,Frango,Male,10523822,2012-06-01
RS,Cordeiro,Male,3373,2012-06-01
SC,Bufalo,Male,1,2012-06-01
SC,Galo,Male,7139,2012-06-01
PA,Novilhao,Male,5950,2013-06-01
PR,Vitelo,Male,90,2013-06-01
RS,Suino,Male,262815,2013-06-01
SC,Frango,Male,69286390,2013-06-01
AM,Touro/Touruno,Male,105,2014-06-01
MG,Leitao,Male,47,2014-06-01
MT,Novilho Intermediario,Male,359,2014-06-01
MT,Novilhona,Male,37096,2014-06-01
RO,Vaca,Male,41100,2014-06-01
SP,Bovino,Male,96045,2014-06-01
SP,Cordeiro,Male,139,2014-06-01
TO,Novilha Precoce,Male,52,2014-06-01
BA,Equino,Male,87,2015-06-01
GO,Galo,Male,14086,2015-06-01
MS,Galinha,Male,32939,2015-06-01
MS,Novilha Precoce,Male,44,2015-06-01
MS,Novilhona,Male,40,2015-06-01
PR,Bufalo,Male,71,2015-06-01
RN,Frango,Male,316280,2015-06-01
SE,Suino,Male,127,2015-06-01
GO,Ovino,Male,12,2016-06-01
MG,Galinha De Postura,Male,30342,2016-06-01
MG,Leitao,Male,180,2016-06-01
PA,Bovino,Male,144459,2016-06-01
PA,Galo,Male,1365,2016-06-01
SP,Pato,Male,1614,2016-06-01
AC,Suino,Male,1677,2017-06-01
DF,Bovino,Male,79,2017-06-01
ES,Bufala,Male,8,2017-06-01
PR,Vaca,Male,5348,2017-06-01
RS,Asinino,Male,7,2017-06-01
RS,Novilhao,Male,370,2017-06-01
RS,Ovino,Male,1143,2017-06-01
SP,Porca Matrizeira,Male,562,2017-06-01
BA,Asinino,Male,2531,2018-06-01
ES,Bovino,Male,14269,2018-06-01
MA,Bovino,Male,32513,2018-06-01
MG,Avestruz,Male,30,2018-06-01
MG,"Suino Tipo Banha,",Male,8,2018-06-01
PI,Frango,Male,165547,2018-06-01
PR,Muar,Male,1,2018-06-01
RO,Vaca,Male,67526,2018-06-01
RS,Suino,Male,362351,2018-06-01
MG,Novilho Precoce,Male,15030,2019-06-01
MG,Suino,Male,67246,2019-06-01
PR,Leitao,Male,549,2019-06-01
RS,Novilha Intermediaria,Male,147,2019-06-01
RS,Touro/Touruno,Male,27,2019-06-01
SC,Capao,Male,4,2019-06-01
AM,Touro/Touruno,Male,80,2020-06-01
DF,Leitoa,Male,490,2020-06-01
GO,Vaca,Male,13183,2020-06-01
MG,"Suino Tipo Carne,",Male,102080,2020-06-01
MS,Novilha Intermediaria,Male,6308,2020-06-01
MT,Suino,Male,17288,2020-06-01
PR,Bufalo,Male,3,2020-06-01
SC,Galinha,Male,658316,2020-06-01
SP,Nonato,Male,180,2020-06-01
PE,Frango,Male,323640,2021-06-01
PR,Frango,Male,59777567,2021-06-01
SP,Aves,Male,13034500,2021-06-01
AM,Bovino,Male,3097,2022-06-01
BA,Galo,Male,1255,2022-06-01
GO,Galo,Male,1438,2022-06-01
MG,Tilápia do Nilo,Male,144078,2022-06-01
MS,Tilápia do Nilo,Male,1171230,2022-06-01
PA,Frango,Male,3407893,2022-06-01
RN,Aves,Male,234426,2022-06-01
MG,Galo,Male,4812,2023-06-01
PB,Galinha,Male,0,2023-06-01
BA,Galinha,Male,0,2024-06-01
DF,Suíno,Male,1411,2024-06-01
PA,Galo,Male,1762,2024-06-01
RJ,Frango,Male,0,2024-06-01
RO,Frango,Male,1378372,2024-06-01
AL,Bovino,Male,1128,2000-07-01
PR,Frango,Male,12195037,2002-07-01
DF,Bovino,Male,0,2003-07-01
PR,Ovino,Male,0,2003-07-01
RN,Ovino,Male,20,2003-07-01
RO,Frango,Male,596086,2003-07-01
RS,Equino,Male,1250,2003-07-01
SC,Porco Nao Classificado,Male,652,2003-07-01
CE,Caprino,Male,248,2004-07-01
MT,Porca Matrizeira,Male,166,2004-07-01
MT,Vaca,Male,22175,2004-07-01
RS,Galeto,Male,19799,2004-07-01
SC,Bufala,Male,28,2004-07-01
SP,Frango,Male,40852877,2004-07-01
TO,Bufala,Male,93,2004-07-01
MG,"Suino Tipo Carne,",Male,32784,2005-07-01
MG,Vitelo,Male,45,2005-07-01
MT,Galinha De Postura,Male,2583,2005-07-01
PR,Porca Matrizeira,Male,512,2005-07-01
RN,Caprino,Male,51,2005-07-01
RO,Novilhao,Male,48672,2005-07-01
RS,"Suino Tipo Carne,",Male,21567,2005-07-01
SP,Galinha Dangola,Male,119,2005-07-01
SP,Leitoa,Male,30,2005-07-01
SP,Novilhona,Male,15,2005-07-01
GO,Novilhao,Male,10070,2006-07-01
MG,Novilho Precoce,Male,5543,2006-07-01
MS,Ovelha,Male,208,2006-07-01
RS,Cordeiro,Male,4318,2006-07-01
RS,"Suino Tipo Carne,",Male,15470,2006-07-01
SC,"Suino Tipo Carne,",Male,213575,2006-07-01
GO,Novilho Intermediario,Male,1373,2007-07-01
MG,Vaca,Male,4268,2007-07-01
MS,Novilhona,Male,481,2007-07-01
RS,Leitao,Male,1297,2007-07-01
RS,Leitoa,Male,880,2007-07-01
RS,Porca Matrizeira,Male,3183,2007-07-01
GO,Bovino,Male,191598,2008-07-01
MG,Coelha,Male,220,2008-07-01
MG,Suino,Male,53124,2008-07-01
MS,Equino,Male,571,2008-07-01
MS,Frango,Male,12338364,2008-07-01
MT,Bovino,Male,136356,2008-07-01
RS,Novilha Precoce,Male,767,2008-07-01
SP,Touro/Touruno,Male,1,2008-07-01
PA,Bufalo,Male,224,2009-07-01
AC,Novilhao,Male,330,2010-07-01
DF,Suino,Male,5781,2010-07-01
GO,Porca Matrizeira,Male,3155,2010-07-01
MG,Ovino,Male,28,2010-07-01
PA,Novilhao,Male,5145,2010-07-01
RS,Bufala,Male,27,2010-07-01
SC,Novilha Precoce,Male,406,2010-07-01
SP,Novilhona,Male,1867,2010-07-01
SP,Touro/Touruno,Male,1,2010-07-01
SP,Vitelo,Male,819,2010-07-01
BA,Bufala,Male,6,2011-07-01
GO,Novilho Precoce,Male,8160,2011-07-01
GO,Porca Matrizeira,Male,2626,2011-07-01
MT,Frango,Male,17173975,2011-07-01
SC,Novilho Precoce,Male,589,2011-07-01
AM,Touro/Touruno,Male,4,2012-07-01
MS,Novilha Intermediaria,Male,189,2012-07-01
MT,Bovino,Male,137931,2012-07-01
RO,Novilhao,Male,24872,2012-07-01
AC,Novilhona,Male,46,2013-07-01
AM,Touro/Touruno,Male,6,2013-07-01
MT,Touro/Touruno,Male,644,2013-07-01
RJ,Queixada,Male,11,2013-07-01
RS,Ovino,Male,4982,2013-07-01
SC,Pato,Male,104025,2013-07-01
ES,Frango,Male,2416659,2014-07-01
GO,Novilhao,Male,28487,2014-07-01
MT,Suino,Male,3266,2014-07-01
PR,Galo,Male,64343,2014-07-01
SC,Codorna,Male,576732,2014-07-01
AM,Bovino,Male,2333,2015-07-01
BA,Cordeiro,Male,141,2015-07-01
GO,Equino,Male,531,2015-07-01
MG,Leitao,Male,132,2015-07-01
MG,"Suino Tipo Carne,",Male,103950,2015-07-01
SE,Ovino,Male,4,2015-07-01
SP,Vaca,Male,1484,2015-07-01
AC,Leitao,Male,55,2016-07-01
BA,Galo,Male,1626,2016-07-01
MT,Suino,Male,6813,2016-07-01
PR,Novilhao,Male,2482,2016-07-01
PR,Porco Matrizeiro,Male,75,2016-07-01
PR,"Suino Tipo Carne,",Male,138404,2016-07-01
SC,Novilho Precoce,Male,498,2016-07-01
SP,Bufala,Male,150,2016-07-01
SP,Galo,Male,44523,2016-07-01
ES,Bufala,Male,45,2017-07-01
GO,Novilhona,Male,6574,2017-07-01
MG,Leitoa,Male,100,2017-07-01
MT,Frango,Male,16792041,2017-07-01
PI,Frango,Male,172447,2017-07-01
RS,Novilha Precoce,Male,89,2017-07-01
SC,Coelho,Male,430,2017-07-01
SP,Galo,Male,50692,2017-07-01
MG,Galinha,Male,254656,2018-07-01
PR,"Suino Tipo Banha,",Male,30,2018-07-01
SP,Muar,Male,3,2018-07-01
AC,Leitao,Male,1,2019-07-01
GO,Frango,Male,38856169,2019-07-01
PA,Novilho Precoce,Male,107,2019-07-01
PR,Porco Matrizeiro,Male,253,2019-07-01
SC,Galinha,Male,465029,2019-07-01
ES,Bovino,Male,5133,2020-07-01
MS,Novilha Intermediaria,Male,3956,2020-07-01
MT,Novilhao,Male,14818,2020-07-01
PA,Touro/Touruno,Male,24,2020-07-01
RO,Novilha Precoce,Male,3,2020-07-01
RS,Suino,Male,316115,2020-07-01
SP,Leitoa,Male,11,2020-07-01
AC,Suíno,Male,2133,2021-07-01
MG,Ovino,Male,89,2021-07-01
AC,Suíno,Male,2345,2022-07-01
MS,Galinha,Male,9815,2022-07-01
PR,Jacaré,Male,3660,2022-07-01
PR,Muar,Male,1,2022-07-01
RR,Bovino,Male,163,2022-07-01
ES,Bovino,Male,9229,2023-07-01
PI,Bovino,Male,13,2023-07-01
RS,Bovino,Male,12547,2024-07-01
MT,Novilho Intermediario,Male,58,2002-08-01
PR,Frango,Male,11553315,2002-08-01
RS,Galinha,Male,57800,2002-08-01
AL,Suino,Male,180,2003-08-01
BA,Bovino,Male,19520,2003-08-01
MG,Galinha,Male,49374,2003-08-01
PR,Bufalo,Male,149,2003-08-01
RS,Novilho Precoce,Male,2488,2003-08-01
SP,Equino,Male,859,2003-08-01
MG,Novilho Precoce,Male,4520,2004-08-01
PR,Vitelo,Male,136,2004-08-01
SC,Codorna,Male,496798,2004-08-01
SP,Asinino,Male,2,2004-08-01
SP,Bovino,Male,96250,2004-08-01
SP,Frango,Male,42878161,2004-08-01
MG,Bufalo,Male,2,2005-08-01
MS,Galinha De Postura,Male,23924,2005-08-01
PA,Bufala,Male,179,2005-08-01
PR,Bufalo,Male,176,2005-08-01
RS,Caprino,Male,55,2005-08-01
SP,"Suino Tipo Carne,",Male,40905,2005-08-01
MS,Avestruz,Male,10,2006-08-01
MS,Bufalo,Male,20,2006-08-01
MS,Novilha Intermediaria,Male,284,2006-08-01
PB,Galeto,Male,11970,2006-08-01
PR,Porco Nao Classificado,Male,43,2006-08-01
RR,Suino,Male,57,2006-08-01
RS,Bufalo,Male,300,2006-08-01
RS,Porco Matrizeiro,Male,1083,2006-08-01
SC,Javali,Male,19,2006-08-01
BA,Cabrito,Male,154,2007-08-01
GO,Vitelo,Male,416,2007-08-01
MG,Galinha,Male,248539,2007-08-01
MS,Equino,Male,671,2007-08-01
PA,Novilhao,Male,9022,2007-08-01
PE,Frango,Male,912280,2007-08-01
PR,Vitelo,Male,65,2007-08-01
SC,Marreco,Male,39751,2007-08-01
SC,Porco Nao Classificado,Male,51890,2007-08-01
SP,Coelho,Male,235,2007-08-01
GO,Novilho Precoce,Male,6045,2008-08-01
MG,Faizão,Male,7122,2008-08-01
PA,Bufalo,Male,444,2008-08-01
RO,Novilhao,Male,39250,2008-08-01
SE,Suino,Male,119,2008-08-01
AM,Bufala,Male,15,2009-08-01
GO,Vaca,Male,337,2009-08-01
PA,Bufalo,Male,230,2009-08-01
RO,Novilhao,Male,44962,2009-08-01
SP,Bovino,Male,134849,2009-08-01
GO,Ovino,Male,75,2010-08-01
MG,Avestruz,Male,12,2010-08-01
PR,Novilha Intermediaria,Male,2226,2010-08-01
RO,Novilhao,Male,48640,2010-08-01
SP,Muar,Male,2,2010-08-01
MS,Avestruz,Male,208,2011-08-01
MT,Galinha,Male,453293,2011-08-01
PR,Bufalo,Male,85,2011-08-01
SP,Vitelo,Male,982,2011-08-01
BA,Bufala,Male,24,2012-08-01
MG,Bufala,Male,19,2012-08-01
MG,Nonato,Male,107,2012-08-01
MG,"Suino Tipo Banha,",Male,1308,2012-08-01
MG,"Suino Tipo Carne,",Male,94258,2012-08-01
PB,Frango,Male,1584069,2012-08-01
PR,Touro/Touruno,Male,601,2012-08-01
RO,Novilhona,Male,856,2012-08-01
RS,Galo,Male,39575,2012-08-01
SP,Novilha Intermediaria,Male,2012,2012-08-01
SP,Vaca,Male,2933,2012-08-01
MT,Nonato,Male,78,2013-08-01
RR,Bovino,Male,2870,2013-08-01
RS,Galinha,Male,655732,2013-08-01
RS,Porca Matrizeira,Male,7270,2013-08-01
GO,Frango,Male,28921928,2014-08-01
GO,Novilha Precoce,Male,4608,2014-08-01
MG,Vitelo,Male,1744,2014-08-01
MT,Touro/Touruno,Male,1652,2014-08-01
RR,Bovino,Male,3085,2014-08-01
RS,Bovino,Male,28835,2014-08-01
SC,Leitoa,Male,775,2014-08-01
SP,Ovelha,Male,1,2014-08-01
BA,Frango,Male,3712032,2015-08-01
GO,Muar,Male,54,2015-08-01
GO,Novilho Intermediario,Male,31358,2015-08-01
GO,Vaca,Male,9120,2015-08-01
MG,Equino,Male,0,2015-08-01
MG,Vaca,Male,30,2015-08-01
RO,Frango,Male,1072708,2015-08-01
SP,Coelho,Male,500,2015-08-01
ES,Bovino,Male,13332,2016-08-01
GO,Ovino,Male,13,2016-08-01
MG,Porco Nao Classificado,Male,53449,2016-08-01
SC,Pato,Male,218268,2016-08-01
SC,Porco Matrizeiro,Male,16,2016-08-01
SP,"Suino Tipo Carne,",Male,17944,2016-08-01
GO,Novilho Intermediario,Male,48669,2017-08-01
PE,Galinha,Male,11400,2017-08-01
RJ,Bovino,Male,1142,2017-08-01
GO,Novilhao,Male,18478,2018-08-01
GO,Novilho Precoce,Male,23318,2018-08-01
MG,Novilhao,Male,198,2018-08-01
MG,Ovino,Male,358,2018-08-01
MT,Galinha,Male,643587,2018-08-01
PI,Frango,Male,285222,2018-08-01
RO,Novilhona,Male,43,2018-08-01
RS,Ovino,Male,824,2018-08-01
SP,Galo,Male,23938,2018-08-01
GO,Porca Matrizeira,Male,1379,2019-08-01
MT,Frango,Male,18148443,2019-08-01
MT,Leitao,Male,55,2019-08-01
RS,Touro/Touruno,Male,66,2019-08-01
SC,Cordeira,Male,7,2019-08-01
SC,Galinha,Male,517735,2019-08-01
SC,"Suino Tipo Carne,",Male,168467,2019-08-01
SP,Galinha De Postura,Male,453802,2019-08-01
SP,Leitoa,Male,12,2019-08-01
MG,Frango Especial,Male,1867563,2020-08-01
MG,Leitao,Male,40,2020-08-01
MT,"Suino Tipo Carne,",Male,102120,2020-08-01
PA,Galo,Male,199,2020-08-01
RO,Touro/Touruno,Male,65591,2020-08-01
RS,Novilho Precoce,Male,173,2020-08-01
MG,Outros anfíbios,Male,1000,2021-08-01
PR,Equino,Male,53,2021-08-01
PR,Muar,Male,1,2021-08-01
SC,Aves,Male,6896704,2021-08-01
SC,Equino,Male,24,2021-08-01
CE,Asinino,Male,0,2022-08-01
MA,Bovino,Male,34870,2022-08-01
MA,Bovino,Male,35273,2023-08-01
MS,Frango,Male,10743907,2023-08-01
PR,Ovino,Male,430,2023-08-01
RS,Queixada,Male,458,2023-08-01
SP,Coelho,Male,690,2023-08-01
BA,Frango,Male,1405908,2024-08-01
MG,Bovino,Male,171367,2024-08-01
MS,Bubalino,Male,0,2024-08-01
RS,Frango,Male,31973428,2024-08-01
MG,Suino,Male,22152,2002-09-01
MT,Bufalo,Male,8,2002-09-01
TO,Bovino,Male,33070,2002-09-01
MG,Novilha Intermediaria,Male,118,2003-09-01
MT,Galinha,Male,25129,2003-09-01
SC,Marreco,Male,14000,2003-09-01
SP,Equino,Male,886,2003-09-01
SP,"Suino Tipo Carne,",Male,26168,2003-09-01
PR,Suino,Male,37653,2004-09-01
RJ,Bovino,Male,527,2004-09-01
RS,Bovino,Male,27150,2004-09-01
SC,"Suino Tipo Carne,",Male,198879,2004-09-01
TO,Bufala,Male,40,2004-09-01
TO,Muar,Male,11,2004-09-01
GO,Novilhao,Male,4643,2005-09-01
MG,Galinha De Postura,Male,10233,2005-09-01
MG,Novilhao,Male,1076,2005-09-01
MG,"Suino Tipo Carne,",Male,30696,2005-09-01
MS,Leitao,Male,166,2005-09-01
MS,Novilhona,Male,193,2005-09-01
MS,Suino,Male,454,2005-09-01
PR,Galinha,Male,304066,2005-09-01
RJ,Bovino,Male,1035,2005-09-01
RS,Javali,Male,75,2005-09-01
RS,Touro/Touruno,Male,177,2005-09-01
SP,Galinha,Male,298719,2005-09-01
GO,Frango,Male,15502123,2006-09-01
GO,Novilha Intermediaria,Male,3826,2006-09-01
MS,Touro/Touruno,Male,6,2006-09-01
MS,Vaca,Male,205,2006-09-01
MT,Bufalo,Male,20,2006-09-01
PR,Leitoa,Male,208,2006-09-01
RJ,Muar,Male,1,2006-09-01
RN,Bovino,Male,517,2006-09-01
SC,Novilho Intermediario,Male,1016,2006-09-01
SE,Frango,Male,122980,2006-09-01
SP,Coelho,Male,935,2006-09-01
BA,Ovino,Male,1269,2007-09-01
GO,Muar,Male,15,2007-09-01
GO,Novilhao,Male,8693,2007-09-01
MS,Bufala,Male,6,2007-09-01
PA,Bufalo,Male,414,2007-09-01
PA,Equino,Male,6,2007-09-01
RS,Porco Matrizeiro,Male,38,2007-09-01
SC,Pato,Male,41277,2007-09-01
SP,Bufala,Male,22,2007-09-01
SP,Coelho,Male,210,2007-09-01
SP,Vaca,Male,5478,2007-09-01
MG,Novilho Precoce,Male,12424,2008-09-01
MG,Porca Matrizeira,Male,902,2008-09-01
MS,"Suino Tipo Carne,",Male,62184,2008-09-01
MT,Bufala,Male,3,2008-09-01
PA,Novilho Intermediario,Male,18,2008-09-01
PR,Bufalo,Male,24,2008-09-01
RJ,Muar,Male,4,2008-09-01
RS,Cordeiro,Male,4462,2008-09-01
RS,Vaca,Male,5218,2008-09-01
SP,Frango,Male,59764795,2008-09-01
BA,Frango,Male,2820669,2009-09-01
GO,Frango,Male,12559902,2009-09-01
MT,Leitao,Male,10,2009-09-01
RS,Vitelo,Male,34,2009-09-01
SC,Coelho,Male,237,2009-09-01
SC,Galo,Male,8164,2009-09-01
GO,Peru,Male,465926,2010-09-01
MG,Ovino,Male,40,2010-09-01
MG,Peru,Male,524386,2010-09-01
MS,Porca Matrizeira,Male,241,2010-09-01
MS,Porco Matrizeiro,Male,30,2010-09-01
MT,Muar,Male,11,2010-09-01
SE,Bovino,Male,3613,2010-09-01
SP,Javali,Male,28,2010-09-01
SP,Novilho Intermediario,Male,4262,2010-09-01
BA,Equino,Male,16,2011-09-01
GO,Galinha,Male,214703,2011-09-01
MG,Avestruz,Male,15,2011-09-01
MG,Galinha,Male,594246,2011-09-01
MT,"Suino Tipo Banha,",Male,1159,2011-09-01
RJ,Galinha,Male,26129,2011-09-01
SC,Peru,Male,1032307,2011-09-01
SP,Bufala,Male,17,2011-09-01
DF,Frango,Male,5746808,2012-09-01
PB,Galeto,Male,25594,2012-09-01
RS,Galinha,Male,795599,2012-09-01
RS,Novilha Intermediaria,Male,292,2012-09-01
SP,Bufalo,Male,82,2012-09-01
MG,Suino,Male,61869,2013-09-01
MS,"Suino Tipo Carne,",Male,61768,2013-09-01
MT,Frango,Male,20218895,2013-09-01
PR,Peru,Male,993958,2013-09-01
RS,Galo,Male,2450,2013-09-01
RS,Javali,Male,70,2013-09-01
RS,Novilha Precoce,Male,187,2013-09-01
ES,Frango,Male,2262058,2014-09-01
ES,Galinha,Male,201301,2014-09-01
GO,Touro/Touruno,Male,6621,2014-09-01
MG,Avestruz,Male,15,2014-09-01
MT,Bovino,Male,164435,2014-09-01
PA,Bufala,Male,58,2014-09-01
RS,Suino,Male,295142,2014-09-01
SC,Frango,Male,77208736,2014-09-01
SP,Galo,Male,52298,2014-09-01
DF,Frango,Male,6370702,2015-09-01
MG,Galinha,Male,338055,2015-09-01
MG,Vaca,Male,2,2015-09-01
MT,Bufala,Male,13,2015-09-01
RS,Porca Matrizeira,Male,4611,2015-09-01
SP,Faizão,Male,211,2015-09-01
SP,Galinha De Postura,Male,261338,2015-09-01
GO,Galinha De Postura,Male,39606,2016-09-01
GO,Novilha Precoce,Male,2364,2016-09-01
PA,Bufala,Male,39,2016-09-01
PA,Novilhona,Male,2313,2016-09-01
PR,Novilha Intermediaria,Male,1927,2016-09-01
SP,Nonato,Male,302,2016-09-01
MG,Bufala,Male,136,2017-09-01
PA,Bovino,Male,120987,2017-09-01
SC,Cordeiro,Male,75,2017-09-01
